Reporting Area,MMWR Year,MMWR Week,"Mumps, Current week","Mumps, Current week, flag","Mumps, Previous 52 weeks Med","Mumps, Previous 52 weeks Med, flag","Mumps, Previous 52 weeks Max","Mumps, Previous 52 weeks Max, flag","Mumps, Cum 2016","Mumps, Cum 2016, flag","Mumps, Cum 2015","Mumps, Cum 2015, flag","Pertussis, Current week","Pertussis, Current week, flag","Pertussis, Previous 52 weeks Med","Pertussis, Previous 52 weeks Med, flag","Pertussis, Previous 52 weeks Max","Pertussis, Previous 52 weeks Max, flag","Pertussis, Cum 2016","Pertussis, Cum 2016, flag","Pertussis, Cum 2015","Pertussis, Cum 2015, flag","Rabies, animal, Current week","Rabies, animal, Current week, flag","Rabies, animal, Previous 52 weeks Med","Rabies, animal, Previous 52 weeks Med, flag","Rabies, animal, Previous 52 weeks Max","Rabies, animal, Previous 52 weeks Max, flag","Rabies, animal, Cum 2016","Rabies, animal, Cum 2016, flag","Rabies, animal, Cum 2015","Rabies, animal, Cum 2015, flag",Location 1,Location 2
NEW HAMPSHIRE,2016,17,,-,0,,5,,7,,,-,,-,1,,3,,11,,8,,2,,0,,2,,6,,4,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEW YORK,2016,17,,-,0,,4,,11,,7,,7,,12,,48,,217,,187,,24,,7,,33,,173,,80,,"NEW YORK
(42.826892, -75.544286)",
NEBRASKA,2016,17,,-,0,,1,,1,,,-,1,,3,,13,,68,,381,,,-,0,,5,,2,,6,,"NEBRASKA
(41.640503, -99.367122)",
SOUTH DAKOTA,2016,17,,-,0,,0,,,-,,-,,-,0,,2,,5,,4,,,-,0,,2,,4,,10,,"SOUTH DAKOTA
(44.35371, -100.373709)",
WASHINGTON,2016,17,,-,0,,2,,,-,3,,5,,13,,118,,133,,321,,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
RHODE ISLAND,2016,17,,-,0,,1,,,-,,-,,-,0,,5,,10,,7,,,-,0,,2,,3,,4,,"RHODE ISLAND
(41.707447, -71.522488)",
INDIANA,2016,17,2,,0,,12,,81,,,-,,-,4,,9,,42,,57,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
MAINE,2016,17,,-,0,,1,,4,,,-,,-,3,,10,,59,,161,,1,,1,,6,,21,,8,,"MAINE
(45.252223, -68.986647)",
PENNSYLVANIA,2016,17,,-,0,,2,,1,,6,,7,,19,,37,,411,,299,,,-,5,,26,,,-,142,,"PENNSYLVANIA
(40.789676, -77.858055)",
WISCONSIN,2016,17,,-,0,,17,,4,,1,,1,,15,,34,,254,,226,,,N,0,,0,,,N,,N,"WISCONSIN
(44.395526, -89.834513)",
IOWA,2016,17,1,,11,,47,,284,,3,,,-,2,,11,,18,,52,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
MISSISSIPPI,2016,17,,-,0,,0,,,-,,-,,-,0,,2,,1,,3,,1,,0,,2,,1,,,-,"MISSISSIPPI
(32.738663, -89.537312)",
WEST VIRGINIA,2016,17,,-,0,,0,,,-,1,,1,,1,,7,,10,,21,,,-,0,,3,,6,,11,,"WEST VIRGINIA
(38.668501, -80.709421)",
ALABAMA,2016,17,,-,0,,1,,1,,1,,,-,3,,8,,62,,64,,1,,1,,6,,22,,26,,"ALABAMA
(32.839182, -86.631125)",
GEORGIA,2016,17,,-,0,,0,,,-,,-,,-,3,,10,,26,,73,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
KANSAS,2016,17,,-,0,,2,,6,,,-,,-,4,,18,,11,,149,,,-,1,,7,,22,,42,,"KANSAS
(38.345528, -98.201847)",
CONNECTICUT,2016,17,,-,0,,6,,14,,,-,,-,1,,4,,15,,22,,,-,3,,12,,34,,43,,"CONNECTICUT
(41.544654, -72.651713)",
MISSOURI,2016,17,,-,0,,0,,,-,1,,,-,0,,0,,,-,50,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
NORTH DAKOTA,2016,17,,-,0,,3,,10,,,-,,-,0,,4,,2,,8,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW JERSEY,2016,17,,-,0,,3,,3,,8,,,-,10,,23,,116,,109,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
SOUTH CAROLINA,2016,17,,-,0,,1,,2,,,-,,-,2,,17,,33,,47,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
DELAWARE,2016,17,,-,0,,1,,,-,1,,,-,0,,3,,7,,3,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
FLORIDA,2016,17,,-,0,,1,,4,,3,,15,,6,,14,,123,,114,,,-,0,,11,,20,,84,,"FLORIDA
(28.915325, -81.922409)",
MASSACHUSETTS,2016,17,8,,0,,22,,92,,,-,,-,4,,13,,24,,64,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
MARYLAND,2016,17,,-,0,,5,,,-,3,,3,,2,,7,,28,,51,,,-,4,,20,,4,,81,,"MARYLAND
(39.290443, -76.612333)",
ILLINOIS,2016,17,3,,9,,33,,175,,19,,,-,14,,30,,195,,178,,2,,1,,18,,2,,3,,"ILLINOIS
(40.477092, -88.993221)",
VIRGINIA,2016,17,,-,0,,2,,5,,26,,,-,5,,35,,54,,61,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
MICHIGAN,2016,17,,-,0,,2,,5,,1,,3,,8,,25,,99,,164,,,-,0,,4,,1,,1,,"MICHIGAN
(44.66399, -84.711206)",
NORTH CAROLINA,2016,17,,-,0,,8,,19,,1,,,-,6,,31,,58,,152,,8,,7,,12,,73,,91,,"NORTH CAROLINA
(35.47995, -79.180571)",
KENTUCKY,2016,17,,-,0,,3,,5,,3,,11,,5,,27,,229,,37,,1,,0,,2,,2,,3,,"KENTUCKY
(37.64591, -84.774043)",
PUERTO RICO,2016,17,,-,0,,1,,1,,2,,,-,0,,1,,2,,5,,,-,0,,2,,,-,4,,"PUERTO RICO
(18.215692, -66.414655)",
TENNESSEE,2016,17,,-,0,,1,,2,,2,,,-,2,,8,,34,,87,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
ARIZONA,2016,17,,-,0,,1,,3,,,-,,-,9,,30,,145,,247,,,N,0,,0,,,N,,N,"ARIZONA
(34.869712, -111.760902)",
COLORADO,2016,17,,-,0,,3,,9,,5,,18,,16,,26,,273,,361,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
NEVADA,2016,17,,-,0,,0,,,-,,-,,-,0,,8,,,-,54,,,-,0,,2,,,-,1,,"NEVADA
(39.491833, -117.070159)",
LOUISIANA,2016,17,,-,0,,1,,,-,1,,,-,1,,4,,18,,17,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
MONTANA,2016,17,,-,0,,6,,17,,,-,,-,1,,18,,4,,136,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
NEW MEXICO,2016,17,,-,0,,1,,,-,,-,,-,3,,13,,34,,72,,,-,0,,1,,1,,1,,"NEW MEXICO
(34.520396, -106.244402)",
GUAM,2016,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
HAWAII,2016,17,,-,0,,1,,2,,,-,,-,1,,4,,12,,13,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
OREGON,2016,17,1,,0,,2,,3,,,-,,-,7,,28,,46,,206,,,-,0,,4,,2,,,-,"OREGON
(44.567912, -120.156945)",
UTAH,2016,17,,-,0,,0,,,-,,-,,-,6,,19,,46,,223,,,-,0,,4,,,-,,-,"UTAH
(39.359772, -111.584173)",
OKLAHOMA,2016,17,,-,0,,0,,,-,1,,,-,0,,9,,,-,12,,2,,0,,23,,14,,25,,"OKLAHOMA
(35.468494, -97.521264)",
ARKANSAS,2016,17,,-,0,,1,,,-,2,,,-,1,,7,,14,,11,,,-,0,,5,,5,,27,,"ARKANSAS
(34.748745, -92.275105)",
WYOMING,2016,17,,-,0,,0,,,-,,-,,-,0,,4,,3,,11,,,-,0,,2,,,-,1,,"WYOMING
(43.23558, -108.110518)",
ALASKA,2016,17,,-,0,,0,,,-,,-,,-,1,,7,,40,,55,,,-,0,,3,,9,,2,,"ALASKA
(64.836661, -147.738891)",
IDAHO,2016,17,,-,0,,0,,,-,8,,4,,2,,13,,27,,87,,,-,0,,1,,,-,,-,"IDAHO
(43.680635, -114.364237)",
CALIFORNIA,2016,17,,-,0,,2,,10,,6,,,-,33,,118,,245,,1689,,,-,3,,11,,26,,57,,"CALIFORNIA
(37.640735, -121.002435)",
UNITED STATES,2016,18,10,,42,,75,,964,,153,,108,,326,,556,,4339,,7711,,29,,67,,126,,767,,1120,,,
NEW ENGLAND,2016,18,,-,0,,23,,117,,1,,1,,11,,26,,156,,277,,1,,5,,13,,80,,64,,,
MID. ATLANTIC,2016,18,,-,2,,12,,24,,37,,15,,53,,91,,878,,699,,9,,14,,33,,182,,239,,,
NEW YORK CITY,2016,18,,-,1,,10,,10,,15,,,-,8,,22,,86,,73,,,-,0,,0,,,-,,-,"NEW YORK CITY
",
E.N. CENTRAL,2016,18,7,,15,,46,,367,,35,,21,,56,,96,,982,,962,,1,,1,,18,,6,,16,,,
W.N. CENTRAL,2016,18,1,,12,,47,,349,,6,,5,,23,,51,,195,,838,,,-,2,,10,,28,,65,,,
S. ATLANTIC,2016,18,,-,1,,8,,34,,37,,3,,29,,70,,363,,559,,8,,13,,31,,198,,276,,,
DIST. OF COL.,2016,18,,-,0,,0,,,-,,-,,-,0,,2,,5,,1,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,18,,-,0,,3,,8,,6,,6,,12,,34,,342,,196,,2,,2,,6,,27,,32,,,
W.S. CENTRAL,2016,18,1,,0,,6,,20,,8,,19,,29,,118,,335,,448,,7,,19,,71,,206,,353,,,
MOUNTAIN,2016,18,1,,0,,6,,30,,13,,19,,40,,75,,572,,1265,,,-,1,,6,,2,,6,,,
PACIFIC,2016,18,,-,1,,3,,15,,10,,19,,51,,228,,516,,2467,,1,,3,,12,,38,,69,,,
AMER. SAMOA,2016,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,U,0,,0,,,U,,U,"AMER. SAMOA
",
C.N.M.I.,2016,18,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
CONNECTICUT,2016,18,,-,0,,6,,14,,,-,,-,1,,4,,15,,23,,,-,3,,12,,34,,43,,"CONNECTICUT
(41.544654, -72.651713)",
MAINE,2016,18,,-,0,,1,,4,,,-,1,,2,,10,,60,,163,,,-,1,,6,,22,,8,,"MAINE
(45.252223, -68.986647)",
NEW JERSEY,2016,18,,-,0,,3,,3,,9,,,-,10,,23,,138,,112,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
MASSACHUSETTS,2016,18,,-,0,,22,,92,,1,,,-,4,,13,,24,,69,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
RHODE ISLAND,2016,18,,-,0,,1,,,-,,-,,-,0,,5,,10,,7,,,-,0,,2,,3,,4,,"RHODE ISLAND
(41.707447, -71.522488)",
VERMONT,2016,18,,-,0,,1,,,-,,-,,-,1,,8,,36,,5,,1,,0,,3,,15,,5,,"VERMONT
(43.622479, -72.51927)",
NEW HAMPSHIRE,2016,18,,-,0,,5,,7,,,-,,-,1,,3,,11,,10,,,-,0,,2,,6,,4,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WASHINGTON,2016,18,,-,0,,2,,,-,3,,17,,12,,118,,150,,394,,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
ARKANSAS,2016,18,,-,0,,1,,,-,2,,,-,1,,7,,16,,11,,,-,0,,5,,5,,32,,"ARKANSAS
(34.748745, -92.275105)",
HAWAII,2016,18,,-,0,,1,,2,,,-,,-,1,,4,,12,,14,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
OKLAHOMA,2016,18,,-,0,,0,,,-,1,,,-,0,,9,,,-,12,,1,,0,,23,,15,,26,,"OKLAHOMA
(35.468494, -97.521264)",
GEORGIA,2016,18,,-,0,,0,,,-,,-,,-,3,,10,,26,,75,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
GUAM,2016,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
KENTUCKY,2016,18,,-,0,,3,,5,,3,,1,,6,,27,,234,,39,,,-,0,,2,,2,,4,,"KENTUCKY
(37.64591, -84.774043)",
NEVADA,2016,18,,-,0,,0,,,-,,-,,-,0,,7,,,-,59,,,-,0,,2,,,-,1,,"NEVADA
(39.491833, -117.070159)",
NEW MEXICO,2016,18,,-,0,,1,,,-,,-,,-,3,,13,,34,,74,,,-,0,,1,,2,,2,,"NEW MEXICO
(34.520396, -106.244402)",
INDIANA,2016,18,,-,0,,12,,95,,,-,,-,4,,9,,44,,57,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
COLORADO,2016,18,,-,0,,3,,9,,5,,14,,16,,26,,290,,383,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
IOWA,2016,18,1,,12,,47,,313,,3,,,-,2,,11,,28,,54,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
MONTANA,2016,18,1,,0,,6,,18,,,-,,-,1,,18,,4,,144,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
KANSAS,2016,18,,-,0,,2,,6,,,-,,-,4,,18,,11,,159,,,-,1,,7,,22,,45,,"KANSAS
(38.345528, -98.201847)",
DELAWARE,2016,18,,-,0,,1,,,-,1,,,-,0,,3,,7,,3,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
TENNESSEE,2016,18,,-,0,,1,,2,,2,,5,,2,,8,,39,,88,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
MICHIGAN,2016,18,,-,0,,2,,5,,1,,1,,8,,25,,104,,166,,,-,0,,4,,1,,1,,"MICHIGAN
(44.66399, -84.711206)",
WYOMING,2016,18,,-,0,,0,,,-,,-,,-,0,,4,,10,,11,,,-,0,,2,,,-,3,,"WYOMING
(43.23558, -108.110518)",
SOUTH CAROLINA,2016,18,,-,0,,1,,2,,,-,,-,2,,17,,35,,49,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
MISSISSIPPI,2016,18,,-,0,,0,,,-,,-,,-,0,,2,,1,,3,,,-,0,,2,,1,,,-,"MISSISSIPPI
(32.738663, -89.537312)",
NEBRASKA,2016,18,,-,0,,1,,1,,,-,5,,3,,13,,73,,384,,,-,0,,5,,2,,9,,"NEBRASKA
(41.640503, -99.367122)",
ALASKA,2016,18,,-,0,,0,,,-,,-,2,,1,,7,,45,,55,,,-,0,,3,,9,,3,,"ALASKA
(64.836661, -147.738891)",
VIRGINIA,2016,18,,-,0,,2,,5,,26,,,-,5,,35,,58,,77,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
WISCONSIN,2016,18,,-,0,,17,,4,,1,,2,,15,,34,,281,,235,,,N,0,,0,,,N,,N,"WISCONSIN
(44.395526, -89.834513)",
MINNESOTA,2016,18,,-,0,,4,,19,,2,,,-,8,,27,,76,,177,,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
OHIO,2016,18,6,,0,,20,,39,,14,,18,,15,,34,,324,,316,,,-,0,,5,,2,,10,,"OHIO
(40.056807, -82.405897)",
ARIZONA,2016,18,,-,0,,1,,3,,,-,3,,9,,30,,159,,261,,,N,0,,0,,,N,,N,"ARIZONA
(34.869712, -111.760902)",
CALIFORNIA,2016,18,,-,0,,2,,10,,7,,,-,31,,91,,260,,1780,,,-,3,,11,,26,,66,,"CALIFORNIA
(37.640735, -121.002435)",
PENNSYLVANIA,2016,18,,-,0,,2,,1,,6,,7,,19,,37,,430,,320,,,-,5,,26,,,-,149,,"PENNSYLVANIA
(40.789676, -77.858055)",
LOUISIANA,2016,18,,-,0,,1,,,-,1,,,-,1,,4,,20,,17,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
NEW YORK,2016,18,,-,0,,4,,10,,7,,8,,12,,48,,224,,194,,9,,7,,33,,182,,90,,"NEW YORK
(42.826892, -75.544286)",
FLORIDA,2016,18,,-,0,,1,,4,,4,,3,,7,,15,,126,,122,,,-,0,,14,,23,,84,,"FLORIDA
(28.915325, -81.922409)",
NORTH CAROLINA,2016,18,,-,0,,8,,23,,2,,,-,6,,31,,68,,159,,8,,7,,12,,81,,96,,"NORTH CAROLINA
(35.47995, -79.180571)",
MISSOURI,2016,18,,-,0,,0,,,-,1,,,-,0,,0,,,-,50,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
ALABAMA,2016,18,,-,0,,1,,1,,1,,,-,3,,8,,68,,66,,2,,1,,6,,24,,28,,"ALABAMA
(32.839182, -86.631125)",
MARYLAND,2016,18,,-,0,,5,,,-,3,,,-,2,,7,,28,,52,,,-,7,,20,,88,,85,,"MARYLAND
(39.290443, -76.612333)",
PUERTO RICO,2016,18,,-,0,,1,,1,,2,,,-,0,,1,,2,,6,,,-,0,,2,,,-,4,,"PUERTO RICO
(18.215692, -66.414655)",
SOUTH DAKOTA,2016,18,,-,0,,0,,,-,,-,,-,0,,2,,5,,4,,,-,0,,2,,4,,11,,"SOUTH DAKOTA
(44.35371, -100.373709)",
IDAHO,2016,18,,-,0,,0,,,-,8,,2,,2,,13,,30,,92,,,-,0,,1,,,-,,-,"IDAHO
(43.680635, -114.364237)",
WEST VIRGINIA,2016,18,,-,0,,0,,,-,1,,,-,1,,7,,10,,21,,,-,0,,3,,6,,11,,"WEST VIRGINIA
(38.668501, -80.709421)",
UTAH,2016,18,,-,0,,0,,,-,,-,,-,6,,19,,45,,241,,,-,0,,4,,,-,,-,"UTAH
(39.359772, -111.584173)",
TEXAS,2016,18,1,,0,,5,,20,,4,,19,,25,,115,,299,,408,,6,,15,,70,,186,,295,,"TEXAS
(31.827233, -99.423022)",
OREGON,2016,18,,-,0,,2,,3,,,-,,-,7,,27,,49,,224,,1,,0,,4,,3,,,-,"OREGON
(44.567912, -120.156945)",
ILLINOIS,2016,18,1,,11,,33,,224,,19,,,-,14,,30,,229,,188,,1,,1,,18,,3,,5,,"ILLINOIS
(40.477092, -88.993221)",
NORTH DAKOTA,2016,18,,-,0,,3,,10,,,-,,-,0,,4,,2,,10,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
UNITED STATES,2016,19,11,,42,,86,,1046,,173,,100,,324,,559,,4588,,8131,,47,,66,,123,,835,,1148,,,
NEW ENGLAND,2016,19,,-,0,,24,,127,,2,,4,,11,,26,,167,,281,,3,,5,,13,,90,,70,,,
MID. ATLANTIC,2016,19,,-,2,,12,,25,,40,,21,,53,,90,,916,,727,,18,,12,,33,,200,,205,,,
NEW YORK CITY,2016,19,,-,1,,10,,11,,16,,,-,8,,22,,88,,77,,,-,0,,0,,,-,,-,"NEW YORK CITY
",
E.N. CENTRAL,2016,19,7,,16,,48,,407,,43,,18,,57,,96,,1036,,1011,,2,,1,,18,,9,,16,,,
W.N. CENTRAL,2016,19,1,,13,,47,,374,,6,,3,,23,,51,,217,,855,,,-,2,,10,,32,,71,,,
S. ATLANTIC,2016,19,1,,1,,8,,35,,39,,9,,28,,70,,376,,605,,8,,13,,32,,207,,294,,,
DIST. OF COL.,2016,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,19,,-,0,,3,,8,,6,,3,,12,,34,,365,,206,,3,,2,,6,,30,,34,,,
W.S. CENTRAL,2016,19,,-,0,,6,,20,,14,,18,,29,,122,,369,,482,,13,,18,,72,,227,,375,,,
MOUNTAIN,2016,19,1,,0,,6,,31,,13,,15,,40,,75,,597,,1338,,,-,1,,6,,2,,8,,,
PACIFIC,2016,19,1,,1,,3,,19,,10,,9,,50,,228,,545,,2626,,,-,3,,12,,38,,75,,,
AMER. SAMOA,2016,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,U,0,,0,,,U,,U,"AMER. SAMOA
",
C.N.M.I.,2016,19,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
OKLAHOMA,2016,19,,-,0,,0,,,-,1,,,-,0,,9,,,-,12,,,-,0,,23,,15,,26,,"OKLAHOMA
(35.468494, -97.521264)",
NEW MEXICO,2016,19,,-,0,,1,,,-,,-,,-,3,,13,,38,,78,,,-,0,,1,,2,,2,,"NEW MEXICO
(34.520396, -106.244402)",
WEST VIRGINIA,2016,19,,-,0,,0,,,-,1,,,-,1,,7,,10,,21,,,-,0,,4,,6,,12,,"WEST VIRGINIA
(38.668501, -80.709421)",
WASHINGTON,2016,19,,-,0,,2,,,-,3,,7,,12,,118,,157,,453,,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
PENNSYLVANIA,2016,19,,-,0,,2,,1,,6,,10,,19,,37,,454,,331,,,-,4,,15,,,-,108,,"PENNSYLVANIA
(40.789676, -77.858055)",
MONTANA,2016,19,,-,0,,6,,18,,,-,,-,1,,18,,4,,153,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
PUERTO RICO,2016,19,,-,0,,1,,1,,2,,,-,0,,1,,2,,6,,,-,0,,2,,,-,4,,"PUERTO RICO
(18.215692, -66.414655)",
CALIFORNIA,2016,19,1,,0,,2,,13,,7,,2,,29,,88,,281,,1861,,,-,3,,11,,26,,72,,"CALIFORNIA
(37.640735, -121.002435)",
KANSAS,2016,19,,-,0,,2,,6,,,-,,-,4,,18,,19,,166,,,-,1,,7,,26,,49,,"KANSAS
(38.345528, -98.201847)",
DELAWARE,2016,19,,-,0,,1,,,-,1,,,-,0,,3,,7,,3,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NEVADA,2016,19,,-,0,,0,,,-,,-,,-,0,,7,,,-,61,,,-,0,,2,,,-,1,,"NEVADA
(39.491833, -117.070159)",
NORTH CAROLINA,2016,19,,-,0,,8,,23,,2,,,-,6,,31,,77,,162,,8,,7,,12,,89,,107,,"NORTH CAROLINA
(35.47995, -79.180571)",
SOUTH CAROLINA,2016,19,,-,0,,1,,2,,,-,,-,2,,17,,35,,51,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
OREGON,2016,19,,-,0,,2,,4,,,-,,-,6,,27,,50,,242,,,-,0,,4,,3,,,-,"OREGON
(44.567912, -120.156945)",
NORTH DAKOTA,2016,19,,-,0,,3,,10,,,-,,-,0,,4,,2,,10,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
INDIANA,2016,19,1,,0,,15,,118,,,-,,-,4,,9,,44,,60,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
NEW YORK,2016,19,,-,0,,4,,9,,7,,11,,12,,48,,233,,199,,18,,7,,33,,200,,97,,"NEW YORK
(42.826892, -75.544286)",
KENTUCKY,2016,19,,-,0,,3,,5,,3,,,-,6,,27,,253,,40,,,-,0,,2,,2,,4,,"KENTUCKY
(37.64591, -84.774043)",
VERMONT,2016,19,,-,0,,1,,,-,1,,,-,1,,8,,36,,5,,1,,0,,3,,16,,6,,"VERMONT
(43.622479, -72.51927)",
LOUISIANA,2016,19,,-,0,,1,,,-,1,,,-,1,,4,,22,,18,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
IOWA,2016,19,1,,12,,47,,337,,3,,,-,2,,11,,30,,57,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
ALASKA,2016,19,,-,0,,0,,,-,,-,,-,1,,7,,45,,55,,,-,0,,3,,9,,3,,"ALASKA
(64.836661, -147.738891)",
HAWAII,2016,19,,-,0,,1,,2,,,-,,-,1,,4,,12,,15,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
GEORGIA,2016,19,1,,0,,0,,1,,,-,,-,3,,10,,26,,79,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
CONNECTICUT,2016,19,,-,0,,8,,24,,,-,,-,1,,4,,20,,25,,1,,3,,12,,42,,45,,"CONNECTICUT
(41.544654, -72.651713)",
WISCONSIN,2016,19,,-,0,,17,,4,,1,,1,,15,,34,,293,,243,,,N,0,,0,,,N,,N,"WISCONSIN
(44.395526, -89.834513)",
OHIO,2016,19,5,,0,,20,,44,,14,,16,,15,,34,,340,,331,,1,,0,,5,,3,,10,,"OHIO
(40.056807, -82.405897)",
FLORIDA,2016,19,,-,0,,1,,4,,4,,7,,6,,15,,133,,136,,,-,0,,15,,24,,84,,"FLORIDA
(28.915325, -81.922409)",
VIRGINIA,2016,19,,-,0,,2,,5,,26,,,-,4,,35,,58,,95,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
RHODE ISLAND,2016,19,,-,0,,1,,,-,,-,,-,0,,5,,10,,7,,,-,0,,2,,3,,4,,"RHODE ISLAND
(41.707447, -71.522488)",
WYOMING,2016,19,,-,0,,0,,,-,,-,,-,0,,4,,13,,11,,,-,0,,2,,,-,5,,"WYOMING
(43.23558, -108.110518)",
TENNESSEE,2016,19,,-,0,,1,,2,,2,,3,,2,,8,,42,,89,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
ILLINOIS,2016,19,1,,11,,33,,236,,27,,,-,15,,30,,249,,201,,1,,1,,18,,4,,5,,"ILLINOIS
(40.477092, -88.993221)",
SOUTH DAKOTA,2016,19,,-,0,,0,,,-,,-,,-,0,,2,,5,,4,,,-,0,,2,,4,,13,,"SOUTH DAKOTA
(44.35371, -100.373709)",
ARKANSAS,2016,19,,-,0,,1,,,-,3,,,-,1,,7,,16,,11,,2,,0,,5,,7,,32,,"ARKANSAS
(34.748745, -92.275105)",
TEXAS,2016,19,,-,0,,5,,20,,9,,18,,25,,119,,331,,441,,11,,15,,71,,205,,317,,"TEXAS
(31.827233, -99.423022)",
NEBRASKA,2016,19,,-,0,,1,,2,,,-,3,,3,,13,,77,,385,,,-,0,,5,,2,,9,,"NEBRASKA
(41.640503, -99.367122)",
NEW HAMPSHIRE,2016,19,,-,0,,5,,7,,,-,,-,1,,3,,11,,10,,,-,0,,2,,6,,6,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MARYLAND,2016,19,,-,0,,5,,,-,5,,2,,2,,8,,30,,58,,,-,7,,20,,88,,91,,"MARYLAND
(39.290443, -76.612333)",
ALABAMA,2016,19,,-,0,,1,,1,,1,,,-,3,,8,,69,,72,,3,,1,,6,,27,,30,,"ALABAMA
(32.839182, -86.631125)",
MICHIGAN,2016,19,,-,0,,2,,5,,1,,1,,8,,25,,110,,176,,,-,0,,4,,2,,1,,"MICHIGAN
(44.66399, -84.711206)",
MINNESOTA,2016,19,,-,0,,4,,19,,2,,,-,9,,27,,84,,183,,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
