Reporting Area,MMWR Year,MMWR Week,"Spotted Fever Rickettsiosis§, Confirmed, Current week","Spotted Fever Rickettsiosis§, Confirmed, Current week, flag","Spotted Fever Rickettsiosis§, Confirmed, Previous 52 weeks Med","Spotted Fever Rickettsiosis§, Confirmed, Previous 52 weeks Med, flag","Spotted Fever Rickettsiosis§, Confirmed, Previous 52 weeks Max","Spotted Fever Rickettsiosis§, Confirmed, Previous 52 weeks Max, flag","Spotted Fever Rickettsiosis§, Confirmed, Cum 2017","Spotted Fever Rickettsiosis§, Confirmed, Cum 2017, flag","Spotted Fever Rickettsiosis§, Confirmed, Cum 2016","Spotted Fever Rickettsiosis§, Confirmed, Cum 2016, flag","Spotted Fever Rickettsiosis§, Probable, Current week","Spotted Fever Rickettsiosis§, Probable, Current week, flag","Spotted Fever Rickettsiosis§, Probable, Previous 52 weeks Med","Spotted Fever Rickettsiosis§, Probable, Previous 52 weeks Med, flag","Spotted Fever Rickettsiosis§, Probable, Previous 52 weeks Max","Spotted Fever Rickettsiosis§, Probable, Previous 52 weeks Max, flag","Spotted Fever Rickettsiosis§, Probable, Cum 2017","Spotted Fever Rickettsiosis§, Probable, Cum 2017, flag","Spotted Fever Rickettsiosis§, Probable, Cum 2016","Spotted Fever Rickettsiosis§, Probable, Cum 2016, flag","Syphilis, primary and secondary, Current week","Syphilis, primary and secondary, Current week, flag","Syphilis, primary and secondary, Previous 52 weeks Med","Syphilis, primary and secondary, Previous 52 weeks Med, flag","Syphilis, primary and secondary, Previous 52 weeks Max","Syphilis, primary and secondary, Previous 52 weeks Max, flag","Syphilis, primary and secondary, Cum 2017","Syphilis, primary and secondary, Cum 2017, flag","Syphilis, primary and secondary, Cum 2016","Syphilis, primary and secondary, Cum 2016, flag",Location 1,Location 2
MARYLAND,2017,13,,-,0,,1,,1,,,-,,-,0,,3,,5,,,-,,-,9,,15,,70,,139,,"MARYLAND
(39.290443, -76.612333)",
INDIANA,2017,13,,-,0,,0,,,-,,-,,-,0,,6,,,-,4,,1,,6,,12,,61,,95,,"INDIANA
(39.76845, -86.156212)",
OREGON,2017,13,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,8,,6,,15,,72,,90,,"OREGON
(44.567912, -120.156945)",
NORTH CAROLINA,2017,13,,-,0,,2,,,-,,-,,-,7,,29,,14,,29,,,-,19,,28,,117,,286,,"NORTH CAROLINA
(35.47995, -79.180571)",
UTAH,2017,13,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,1,,6,,12,,30,,"UTAH
(39.359772, -111.584173)",
ARKANSAS,2017,13,,-,0,,1,,,-,,-,6,,8,,75,,28,,25,,,-,2,,11,,25,,36,,"ARKANSAS
(34.748745, -92.275105)",
MINNESOTA,2017,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,11,,53,,95,,"MINNESOTA
(46.357661, -94.793397)",
COLORADO,2017,13,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,4,,14,,51,,60,,"COLORADO
(38.841772, -106.132562)",
PENNSYLVANIA,2017,13,,-,0,,1,,,-,,-,,-,0,,6,,6,,4,,9,,15,,35,,160,,181,,"PENNSYLVANIA
(40.789676, -77.858055)",
MISSOURI,2017,13,,-,0,,1,,1,,,-,,-,5,,22,,9,,6,,2,,7,,14,,81,,106,,"MISSOURI
(38.636168, -92.566292)",
IOWA,2017,13,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,1,,5,,17,,19,,"IOWA
(42.46942, -93.815856)",
IDAHO,2017,13,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,1,,3,,9,,16,,"IDAHO
(43.680635, -114.364237)",
DIST. OF COL.,2017,13,,-,0,,1,,,-,,-,,-,0,,1,,1,,,-,,-,1,,7,,2,,28,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
GUAM,2017,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
HAWAII,2017,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,6,,12,,28,,"HAWAII
(21.30992, -157.858158)",
MICHIGAN,2017,13,,-,0,,1,,,-,,-,,-,0,,2,,,-,2,,,-,7,,12,,23,,94,,"MICHIGAN
(44.66399, -84.711206)",
TEXAS,2017,13,,-,0,,1,,,-,,-,1,,1,,8,,10,,6,,45,,39,,55,,517,,468,,"TEXAS
(31.827233, -99.423022)",
OKLAHOMA,2017,13,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,,-,1,,9,,7,,78,,"OKLAHOMA
(35.468494, -97.521264)",
RHODE ISLAND,2017,13,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,18,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
WASHINGTON,2017,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,9,,23,,84,,131,,"WASHINGTON
(47.517368, -120.467672)",
WEST VIRGINIA,2017,13,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,1,,4,,10,,15,,"WEST VIRGINIA
(38.668501, -80.709421)",
GEORGIA,2017,13,,-,1,,8,,3,,10,,,-,0,,0,,,-,,-,,-,22,,41,,20,,381,,"GEORGIA
(32.836038, -83.631709)",
KANSAS,2017,13,,-,0,,1,,,-,1,,,-,1,,10,,1,,7,,,-,2,,6,,29,,28,,"KANSAS
(38.345528, -98.201847)",
OHIO,2017,13,,-,0,,1,,,-,,-,,-,0,,4,,,-,,-,,-,13,,22,,136,,193,,"OHIO
(40.056807, -82.405897)",
MISSISSIPPI,2017,13,,-,0,,0,,,-,,-,,-,1,,8,,5,,11,,2,,6,,15,,51,,60,,"MISSISSIPPI
(32.738663, -89.537312)",
VIRGIN ISL.,2017,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
VERMONT,2017,13,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,3,,5,,6,,"VERMONT
(43.622479, -72.51927)",
LOUISIANA,2017,13,,-,0,,0,,,-,,-,,-,0,,2,,1,,,-,1,,12,,30,,121,,158,,"LOUISIANA
(31.2931, -92.463284)",
DELAWARE,2017,13,,-,0,,0,,,-,,-,,-,0,,3,,,-,3,,1,,0,,7,,5,,20,,"DELAWARE
(39.008676, -75.574561)",
CONNECTICUT,2017,13,,-,0,,0,,,-,,-,1,,0,,2,,1,,,-,,-,1,,7,,11,,41,,"CONNECTICUT
(41.544654, -72.651713)",
ILLINOIS,2017,13,,-,0,,1,,,-,,-,,-,0,,7,,1,,3,,,-,22,,40,,9,,302,,"ILLINOIS
(40.477092, -88.993221)",
NEW JERSEY,2017,13,,-,0,,0,,,-,,-,,-,0,,3,,7,,,-,,-,7,,15,,45,,105,,"NEW JERSEY
(40.104655, -74.386686)",
ALASKA,2017,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,"ALASKA
(64.836661, -147.738891)",
CALIFORNIA,2017,13,,-,0,,1,,,-,,-,,-,0,,3,,1,,3,,21,,109,,159,,1137,,1446,,"CALIFORNIA
(37.640735, -121.002435)",
NORTH DAKOTA,2017,13,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,3,,2,,7,,"NORTH DAKOTA
(47.475879, -100.121011)",
WYOMING,2017,13,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,1,,,-,"WYOMING
(43.23558, -108.110518)",
C.N.M.I.,2017,13,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MASSACHUSETTS,2017,13,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,1,,10,,22,,125,,132,,"MASSACHUSETTS
(42.268546, -72.085064)",
WISCONSIN,2017,13,,-,0,,0,,,-,,-,,-,0,,2,,,-,2,,2,,2,,15,,43,,39,,"WISCONSIN
(44.395526, -89.834513)",
MONTANA,2017,13,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,3,,10,,5,,"MONTANA
(47.062617, -109.430168)",
TENNESSEE,2017,13,,-,0,,1,,,-,1,,,-,10,,40,,14,,20,,1,,6,,13,,40,,112,,"TENNESSEE
(35.681402, -85.774444)",
UNITED STATES,2017,14,1,,2,,11,,11,,17,,10,,58,,219,,200,,211,,110,,503,,633,,5067,,7348,,,
NEW ENGLAND,2017,14,,-,0,,0,,,-,,-,,-,0,,2,,3,,2,,,-,14,,29,,164,,211,,,
MID. ATLANTIC,2017,14,,-,0,,1,,,-,,-,1,,2,,8,,18,,10,,19,,65,,92,,709,,927,,,
NEW YORK CITY,2017,14,,-,0,,0,,,-,,-,1,,0,,3,,2,,4,,1,,33,,49,,350,,514,,,
E.N. CENTRAL,2017,14,,-,0,,2,,,-,,-,,-,2,,15,,3,,12,,2,,48,,70,,334,,780,,,
W.N. CENTRAL,2017,14,,-,0,,2,,2,,1,,2,,7,,28,,14,,15,,2,,19,,29,,213,,287,,,
S. ATLANTIC,2017,14,1,,1,,10,,6,,12,,1,,15,,45,,38,,52,,8,,110,,162,,899,,1758,,,
E.S. CENTRAL,2017,14,,-,0,,4,,,-,2,,,-,21,,67,,64,,81,,5,,23,,38,,213,,324,,,
W.S. CENTRAL,2017,14,,-,0,,1,,,-,,-,6,,13,,80,,56,,34,,43,,58,,71,,738,,798,,,
MOUNTAIN,2017,14,,-,0,,2,,2,,2,,,-,0,,3,,3,,2,,3,,32,,57,,355,,441,,,
PACIFIC,2017,14,,-,0,,1,,1,,,-,,-,0,,3,,1,,3,,28,,129,,174,,1442,,1822,,,
AMER. SAMOA,2017,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,
OKLAHOMA,2017,14,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,,-,1,,9,,7,,84,,"OKLAHOMA
(35.468494, -97.521264)",
NEW HAMPSHIRE,2017,14,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,1,,11,,13,,15,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WISCONSIN,2017,14,,-,0,,0,,,-,,-,,-,0,,2,,,-,2,,,-,2,,16,,48,,42,,"WISCONSIN
(44.395526, -89.834513)",
NORTH CAROLINA,2017,14,,-,0,,2,,,-,,-,,-,7,,29,,14,,30,,,-,19,,28,,136,,313,,"NORTH CAROLINA
(35.47995, -79.180571)",
MICHIGAN,2017,14,,-,0,,1,,,-,,-,,-,0,,2,,1,,2,,,-,7,,12,,26,,101,,"MICHIGAN
(44.66399, -84.711206)",
DIST. OF COL.,2017,14,,-,0,,1,,,-,,-,,-,0,,1,,1,,,-,,-,1,,7,,2,,33,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
NEW JERSEY,2017,14,,-,0,,0,,,-,,-,,-,0,,3,,7,,,-,,-,6,,15,,49,,113,,"NEW JERSEY
(40.104655, -74.386686)",
OHIO,2017,14,,-,0,,1,,,-,,-,,-,0,,4,,,-,,-,,-,13,,22,,179,,207,,"OHIO
(40.056807, -82.405897)",
CALIFORNIA,2017,14,,-,0,,1,,,-,,-,,-,0,,3,,1,,3,,14,,109,,159,,1258,,1558,,"CALIFORNIA
(37.640735, -121.002435)",
SOUTH DAKOTA,2017,14,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,,-,0,,2,,2,,5,,"SOUTH DAKOTA
(44.35371, -100.373709)",
IOWA,2017,14,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,1,,5,,17,,22,,"IOWA
(42.46942, -93.815856)",
NEW YORK,2017,14,,-,0,,1,,,-,,-,,-,0,,2,,3,,2,,13,,11,,28,,132,,100,,"NEW YORK
(42.826892, -75.544286)",
ILLINOIS,2017,14,,-,0,,1,,,-,,-,,-,1,,7,,2,,3,,,-,21,,41,,15,,329,,"ILLINOIS
(40.477092, -88.993221)",
WASHINGTON,2017,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,9,,23,,91,,141,,"WASHINGTON
(47.517368, -120.467672)",
HAWAII,2017,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,4,,14,,30,,"HAWAII
(21.30992, -157.858158)",
ARKANSAS,2017,14,,-,0,,1,,,-,,-,6,,9,,75,,43,,28,,,-,2,,10,,29,,36,,"ARKANSAS
(34.748745, -92.275105)",
COLORADO,2017,14,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,4,,14,,53,,64,,"COLORADO
(38.841772, -106.132562)",
MARYLAND,2017,14,1,,0,,1,,2,,,-,,-,0,,3,,5,,,-,,-,9,,15,,70,,146,,"MARYLAND
(39.290443, -76.612333)",
NEVADA,2017,14,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,3,,9,,25,,117,,101,,"NEVADA
(39.491833, -117.070159)",
CONNECTICUT,2017,14,,-,0,,0,,,-,,-,,-,0,,2,,1,,,-,,-,1,,7,,13,,41,,"CONNECTICUT
(41.544654, -72.651713)",
ARIZONA,2017,14,,-,0,,2,,2,,2,,,-,0,,1,,3,,2,,,-,13,,24,,116,,165,,"ARIZONA
(34.869712, -111.760902)",
GEORGIA,2017,14,,-,1,,8,,3,,12,,,-,0,,0,,,-,,-,1,,22,,41,,55,,405,,"GEORGIA
(32.836038, -83.631709)",
NORTH DAKOTA,2017,14,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,3,,3,,7,,"NORTH DAKOTA
(47.475879, -100.121011)",
PUERTO RICO,2017,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,1,,8,,19,,83,,167,,"PUERTO RICO
(18.215692, -66.414655)",
VIRGINIA,2017,14,,-,0,,1,,,-,,-,1,,5,,18,,6,,16,,,-,0,,41,,,-,89,,"VIRGINIA
(37.542699, -78.45822)",
WEST VIRGINIA,2017,14,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,1,,4,,10,,15,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW MEXICO,2017,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,11,,34,,57,,"NEW MEXICO
(34.520396, -106.244402)",
MAINE,2017,14,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,1,,4,,7,,13,,"MAINE
(45.252223, -68.986647)",
TEXAS,2017,14,,-,0,,1,,,-,,-,,-,1,,8,,12,,6,,41,,39,,55,,565,,511,,"TEXAS
(31.827233, -99.423022)",
INDIANA,2017,14,,-,0,,0,,,-,,-,,-,0,,6,,,-,5,,2,,6,,12,,66,,101,,"INDIANA
(39.76845, -86.156212)",
VERMONT,2017,14,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,3,,6,,6,,"VERMONT
(43.622479, -72.51927)",
DELAWARE,2017,14,,-,0,,0,,,-,,-,,-,0,,3,,,-,3,,3,,0,,7,,8,,20,,"DELAWARE
(39.008676, -75.574561)",
WYOMING,2017,14,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"WYOMING
(43.23558, -108.110518)",
KANSAS,2017,14,,-,0,,1,,,-,1,,,-,1,,11,,2,,8,,,-,2,,6,,31,,32,,"KANSAS
(38.345528, -98.201847)",
ALASKA,2017,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,"ALASKA
(64.836661, -147.738891)",
MONTANA,2017,14,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,3,,10,,5,,"MONTANA
(47.062617, -109.430168)",
MINNESOTA,2017,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,5,,11,,66,,103,,"MINNESOTA
(46.357661, -94.793397)",
PENNSYLVANIA,2017,14,,-,0,,1,,,-,,-,,-,0,,6,,6,,4,,5,,15,,35,,178,,200,,"PENNSYLVANIA
(40.789676, -77.858055)",
VIRGIN ISL.,2017,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
OREGON,2017,14,,-,0,,1,,1,,,-,,-,0,,1,,,-,,-,7,,6,,15,,79,,93,,"OREGON
(44.567912, -120.156945)",
ALABAMA,2017,14,,-,0,,1,,,-,,-,,-,7,,24,,28,,30,,,-,7,,13,,66,,89,,"ALABAMA
(32.839182, -86.631125)",
MISSISSIPPI,2017,14,,-,0,,0,,,-,,-,,-,1,,9,,5,,12,,2,,6,,15,,56,,65,,"MISSISSIPPI
(32.738663, -89.537312)",
TENNESSEE,2017,14,,-,0,,1,,,-,1,,,-,10,,40,,16,,26,,,-,7,,12,,64,,119,,"TENNESSEE
(35.681402, -85.774444)",
IDAHO,2017,14,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,1,,3,,12,,16,,"IDAHO
(43.680635, -114.364237)",
LOUISIANA,2017,14,,-,0,,0,,,-,,-,,-,0,,2,,1,,,-,2,,14,,30,,137,,167,,"LOUISIANA
(31.2931, -92.463284)",
UTAH,2017,14,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,1,,6,,13,,33,,"UTAH
(39.359772, -111.584173)",
C.N.M.I.,2017,14,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
KENTUCKY,2017,14,,-,0,,2,,,-,1,,,-,2,,11,,15,,13,,3,,3,,13,,27,,51,,"KENTUCKY
(37.64591, -84.774043)",
NEBRASKA,2017,14,,-,0,,0,,,-,,-,,-,0,,4,,,-,,-,,-,1,,6,,5,,7,,"NEBRASKA
(41.640503, -99.367122)",
RHODE ISLAND,2017,14,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,18,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MISSOURI,2017,14,,-,0,,1,,2,,,-,2,,5,,22,,12,,7,,1,,7,,14,,89,,111,,"MISSOURI
(38.636168, -92.566292)",
FLORIDA,2017,14,,-,0,,1,,1,,,-,,-,0,,2,,5,,1,,3,,46,,65,,532,,633,,"FLORIDA
(28.915325, -81.922409)",
SOUTH CAROLINA,2017,14,,-,0,,1,,,-,,-,,-,1,,5,,7,,2,,1,,5,,13,,86,,104,,"SOUTH CAROLINA
(34.009286, -81.037094)",
GUAM,2017,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MASSACHUSETTS,2017,14,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,,-,9,,22,,125,,136,,"MASSACHUSETTS
(42.268546, -72.085064)",
UNITED STATES,2017,15,2,,2,,10,,14,,18,,12,,58,,219,,230,,262,,80,,503,,636,,5498,,7858,,,
NEW ENGLAND,2017,15,,-,0,,0,,,-,,-,,-,0,,2,,3,,2,,1,,14,,29,,177,,228,,,
MID. ATLANTIC,2017,15,,-,0,,1,,,-,,-,,-,2,,8,,20,,10,,13,,65,,91,,755,,978,,,
NEW YORK CITY,2017,15,,-,0,,0,,,-,,-,,-,0,,3,,2,,4,,3,,33,,48,,360,,544,,,
E.N. CENTRAL,2017,15,,-,0,,2,,,-,,-,,-,2,,15,,5,,12,,1,,47,,70,,338,,844,,,
W.N. CENTRAL,2017,15,1,,0,,2,,3,,1,,1,,7,,28,,21,,22,,1,,19,,29,,230,,300,,,
S. ATLANTIC,2017,15,1,,1,,9,,7,,13,,1,,15,,44,,41,,67,,8,,110,,162,,1009,,1875,,,
E.S. CENTRAL,2017,15,,-,0,,4,,,-,2,,1,,21,,67,,68,,102,,8,,23,,38,,221,,343,,,
W.S. CENTRAL,2017,15,,-,0,,1,,,-,,-,9,,13,,80,,68,,41,,27,,58,,71,,789,,864,,,
MOUNTAIN,2017,15,,-,0,,3,,3,,2,,,-,0,,3,,3,,3,,3,,32,,57,,398,,474,,,
PACIFIC,2017,15,,-,0,,1,,1,,,-,,-,0,,3,,1,,3,,18,,129,,176,,1581,,1952,,,
AMER. SAMOA,2017,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,
WISCONSIN,2017,15,,-,0,,0,,,-,,-,,-,0,,2,,,-,2,,,-,2,,16,,48,,45,,"WISCONSIN
(44.395526, -89.834513)",
NEBRASKA,2017,15,,-,0,,0,,,-,,-,,-,0,,4,,,-,,-,,-,1,,6,,5,,7,,"NEBRASKA
(41.640503, -99.367122)",
MISSISSIPPI,2017,15,,-,0,,0,,,-,,-,,-,1,,9,,6,,13,,,-,6,,15,,56,,71,,"MISSISSIPPI
(32.738663, -89.537312)",
COLORADO,2017,15,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,4,,14,,58,,70,,"COLORADO
(38.841772, -106.132562)",
VIRGINIA,2017,15,,-,0,,1,,,-,,-,1,,5,,18,,9,,20,,,-,0,,41,,,-,89,,"VIRGINIA
(37.542699, -78.45822)",
INDIANA,2017,15,,-,0,,0,,,-,,-,,-,0,,6,,,-,5,,1,,6,,12,,70,,113,,"INDIANA
(39.76845, -86.156212)",
MONTANA,2017,15,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,3,,10,,8,,"MONTANA
(47.062617, -109.430168)",
ARIZONA,2017,15,,-,0,,3,,3,,2,,,-,0,,1,,3,,3,,,-,13,,24,,142,,172,,"ARIZONA
(34.869712, -111.760902)",
IDAHO,2017,15,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,1,,3,,12,,19,,"IDAHO
(43.680635, -114.364237)",
CONNECTICUT,2017,15,,-,0,,0,,,-,,-,,-,0,,2,,1,,,-,1,,1,,7,,15,,41,,"CONNECTICUT
(41.544654, -72.651713)",
NORTH DAKOTA,2017,15,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,3,,3,,7,,"NORTH DAKOTA
(47.475879, -100.121011)",
FLORIDA,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,46,,63,,578,,683,,"FLORIDA
(28.915325, -81.922409)",
PENNSYLVANIA,2017,15,,-,0,,1,,,-,,-,,-,0,,6,,8,,4,,,-,15,,35,,196,,209,,"PENNSYLVANIA
(40.789676, -77.858055)",
MASSACHUSETTS,2017,15,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,,-,10,,22,,135,,148,,"MASSACHUSETTS
(42.268546, -72.085064)",
MICHIGAN,2017,15,,-,0,,1,,,-,,-,,-,0,,2,,1,,2,,,-,6,,12,,27,,115,,"MICHIGAN
(44.66399, -84.711206)",
NEW YORK,2017,15,,-,0,,1,,,-,,-,,-,0,,2,,3,,2,,10,,11,,28,,142,,108,,"NEW YORK
(42.826892, -75.544286)",
WEST VIRGINIA,2017,15,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,1,,4,,11,,16,,"WEST VIRGINIA
(38.668501, -80.709421)",
ARKANSAS,2017,15,,-,0,,1,,,-,,-,9,,10,,75,,55,,33,,,-,3,,10,,35,,46,,"ARKANSAS
(34.748745, -92.275105)",
NEW JERSEY,2017,15,,-,0,,0,,,-,,-,,-,0,,3,,7,,,-,,-,6,,15,,57,,117,,"NEW JERSEY
(40.104655, -74.386686)",
OREGON,2017,15,,-,0,,1,,1,,,-,,-,0,,1,,,-,,-,1,,6,,15,,82,,100,,"OREGON
(44.567912, -120.156945)",
GEORGIA,2017,15,,-,1,,8,,3,,13,,,-,0,,0,,,-,,-,2,,21,,41,,87,,430,,"GEORGIA
(32.836038, -83.631709)",
CALIFORNIA,2017,15,,-,0,,1,,,-,,-,,-,0,,3,,1,,3,,13,,110,,161,,1390,,1670,,"CALIFORNIA
(37.640735, -121.002435)",
NORTH CAROLINA,2017,15,,-,0,,2,,,-,,-,,-,7,,29,,18,,38,,,-,19,,28,,141,,332,,"NORTH CAROLINA
(35.47995, -79.180571)",
C.N.M.I.,2017,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
SOUTH DAKOTA,2017,15,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,,-,0,,2,,2,,6,,"SOUTH DAKOTA
(44.35371, -100.373709)",
GUAM,2017,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW HAMPSHIRE,2017,15,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,1,,11,,14,,17,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WASHINGTON,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,9,,23,,95,,150,,"WASHINGTON
(47.517368, -120.467672)",
DELAWARE,2017,15,,-,0,,0,,,-,,-,,-,0,,3,,,-,6,,,-,0,,7,,8,,20,,"DELAWARE
(39.008676, -75.574561)",
ALABAMA,2017,15,,-,0,,1,,,-,,-,,-,7,,24,,29,,38,,,-,7,,13,,66,,95,,"ALABAMA
(32.839182, -86.631125)",
MAINE,2017,15,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,1,,4,,7,,14,,"MAINE
(45.252223, -68.986647)",
VIRGIN ISL.,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
MARYLAND,2017,15,1,,0,,1,,4,,,-,,-,0,,3,,6,,1,,,-,9,,15,,85,,161,,"MARYLAND
(39.290443, -76.612333)",
ILLINOIS,2017,15,,-,0,,1,,,-,,-,,-,1,,7,,4,,3,,,-,20,,41,,6,,353,,"ILLINOIS
(40.477092, -88.993221)",
HAWAII,2017,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,4,,14,,32,,"HAWAII
(21.30992, -157.858158)",
DIST. OF COL.,2017,15,,-,0,,1,,,-,,-,,-,0,,1,,1,,,-,,-,1,,7,,2,,36,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
TENNESSEE,2017,15,,-,0,,1,,,-,1,,1,,10,,40,,18,,35,,,-,7,,12,,64,,125,,"TENNESSEE
(35.681402, -85.774444)",
WYOMING,2017,15,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"WYOMING
(43.23558, -108.110518)",
IOWA,2017,15,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,1,,5,,17,,23,,"IOWA
(42.46942, -93.815856)",
RHODE ISLAND,2017,15,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,18,,,-,1,,"RHODE ISLAND
(41.707447, -71.522488)",
LOUISIANA,2017,15,,-,0,,0,,,-,,-,,-,0,,2,,1,,,-,1,,14,,30,,147,,179,,"LOUISIANA
(31.2931, -92.463284)",
NEVADA,2017,15,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,2,,9,,25,,126,,111,,"NEVADA
(39.491833, -117.070159)",
TEXAS,2017,15,,-,0,,1,,,-,,-,,-,1,,10,,12,,8,,26,,39,,55,,597,,553,,"TEXAS
(31.827233, -99.423022)",
MISSOURI,2017,15,1,,0,,1,,3,,,-,1,,5,,22,,16,,13,,,-,7,,14,,95,,115,,"MISSOURI
(38.636168, -92.566292)",
OHIO,2017,15,,-,0,,1,,,-,,-,,-,0,,4,,,-,,-,,-,13,,22,,187,,218,,"OHIO
(40.056807, -82.405897)",
KANSAS,2017,15,,-,0,,1,,,-,1,,,-,2,,11,,5,,9,,1,,2,,6,,36,,34,,"KANSAS
(38.345528, -98.201847)",
