 Reporting Area,MMWR Year,MMWR Week,"Salmonellosis, Current week","Salmonellosis, Current week, flag","Salmonellosis, Previous 52 weeks Med","Salmonellosis, Previous 52 weeks Med, flag","Salmonellosis, Previous 52 weeks Max","Salmonellosis, Previous 52 weeks Max, flag","Salmonellosis, Cum 2017","Salmonellosis, Cum 2017, flag","Salmonellosis, Cum 2016","Salmonellosis, Cum 2016, flag","Shiga toxin-producing E. coli (STEC)§, Current week","Shiga toxin-producing E. coli (STEC)§, Current week, flag","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Med","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Med, flag","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Max","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Max, flag","Shiga toxin-producing E. coli (STEC)§, Cum 2017","Shiga toxin-producing E. coli (STEC)§, Cum 2017, flag","Shiga toxin-producing E. coli (STEC)§, Cum 2016","Shiga toxin-producing E. coli (STEC)§, Cum 2016, flag","Shigellosis, Current week","Shigellosis, Current week, flag","Shigellosis, Previous 52 weeks Med","Shigellosis, Previous 52 weeks Med, flag","Shigellosis, Previous 52 weeks Max","Shigellosis, Previous 52 weeks Max, flag","Shigellosis, Cum 2017","Shigellosis, Cum 2017, flag","Shigellosis, Cum 2016","Shigellosis, Cum 2016, flag",Location 1,Location 2
ARKANSAS,2017,13,2,,13,,45,,63,,56,,1,,2,,7,,8,,8,,5,,3,,13,,64,,44,,"ARKANSAS
(34.748745, -92.275105)",
OHIO,2017,13,20,,26,,68,,193,,248,,3,,4,,14,,32,,27,,10,,18,,30,,185,,361,,"OHIO
(40.056807, -82.405897)",
DIST. OF COL.,2017,13,,-,0,,4,,,-,2,,,-,0,,1,,,-,2,,,-,0,,2,,,-,2,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
WYOMING,2017,13,,-,1,,5,,6,,10,,,-,0,,2,,,-,1,,,-,0,,1,,,-,2,,"WYOMING
(43.23558, -108.110518)",
WISCONSIN,2017,13,,-,15,,30,,11,,176,,,-,3,,13,,2,,34,,,-,10,,39,,94,,250,,"WISCONSIN
(44.395526, -89.834513)",
WEST VIRGINIA,2017,13,,-,3,,10,,12,,28,,,-,0,,3,,,-,4,,,-,0,,2,,1,,2,,"WEST VIRGINIA
(38.668501, -80.709421)",
UTAH,2017,13,1,,6,,11,,61,,90,,,-,2,,5,,6,,8,,,-,1,,4,,7,,22,,"UTAH
(39.359772, -111.584173)",
RHODE ISLAND,2017,13,1,,2,,6,,14,,8,,,-,0,,2,,2,,,-,1,,0,,4,,5,,6,,"RHODE ISLAND
(41.707447, -71.522488)",
C.N.M.I.,2017,13,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
FLORIDA,2017,13,66,,110,,212,,848,,876,,11,,2,,5,,38,,23,,33,,14,,32,,164,,158,,"FLORIDA
(28.915325, -81.922409)",
KANSAS,2017,13,,-,8,,25,,57,,65,,,-,2,,7,,6,,14,,,-,3,,15,,43,,94,,"KANSAS
(38.345528, -98.201847)",
ALABAMA,2017,13,4,,25,,48,,144,,204,,,-,0,,3,,5,,8,,3,,3,,10,,50,,97,,"ALABAMA
(32.839182, -86.631125)",
IDAHO,2017,13,4,,3,,10,,36,,33,,4,,3,,12,,26,,26,,,-,0,,3,,6,,22,,"IDAHO
(43.680635, -114.364237)",
NEW HAMPSHIRE,2017,13,,-,4,,10,,16,,26,,,-,0,,4,,5,,4,,,-,0,,3,,5,,2,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
OREGON,2017,13,2,,8,,23,,43,,72,,,-,3,,12,,23,,28,,,-,1,,4,,14,,61,,"OREGON
(44.567912, -120.156945)",
MAINE,2017,13,,-,2,,7,,10,,15,,1,,0,,3,,3,,4,,,-,0,,1,,2,,,-,"MAINE
(45.252223, -68.986647)",
MONTANA,2017,13,,-,3,,20,,20,,23,,,-,2,,15,,6,,11,,,-,0,,2,,,-,3,,"MONTANA
(47.062617, -109.430168)",
OKLAHOMA,2017,13,9,,16,,52,,99,,86,,3,,2,,14,,13,,7,,,-,6,,68,,23,,186,,"OKLAHOMA
(35.468494, -97.521264)",
MISSISSIPPI,2017,13,5,,19,,57,,105,,114,,,-,0,,2,,3,,3,,,-,2,,5,,33,,14,,"MISSISSIPPI
(32.738663, -89.537312)",
ARIZONA,2017,13,7,,17,,34,,159,,148,,3,,3,,8,,28,,26,,11,,18,,49,,90,,389,,"ARIZONA
(34.869712, -111.760902)",
CONNECTICUT,2017,13,1,,8,,22,,59,,71,,,-,1,,6,,6,,56,,,-,1,,4,,11,,6,,"CONNECTICUT
(41.544654, -72.651713)",
IOWA,2017,13,2,,13,,58,,103,,129,,,-,3,,21,,12,,26,,1,,4,,17,,19,,205,,"IOWA
(42.46942, -93.815856)",
MISSOURI,2017,13,7,,18,,42,,130,,145,,2,,5,,19,,31,,32,,7,,8,,47,,70,,301,,"MISSOURI
(38.636168, -92.566292)",
INDIANA,2017,13,,-,8,,28,,43,,107,,,-,1,,8,,5,,15,,,-,3,,14,,17,,78,,"INDIANA
(39.76845, -86.156212)",
HAWAII,2017,13,,-,5,,16,,41,,61,,,-,0,,3,,8,,5,,,-,0,,5,,4,,10,,"HAWAII
(21.30992, -157.858158)",
GEORGIA,2017,13,7,,42,,160,,250,,240,,,-,2,,9,,22,,9,,1,,11,,29,,96,,206,,"GEORGIA
(32.836038, -83.631709)",
UNITED STATES,2017,14,309,,912,,1709,,6423,,8302,,26,,138,,269,,861,,1200,,96,,379,,500,,2790,,5707,,,
NEW ENGLAND,2017,14,6,,40,,79,,309,,332,,5,,5,,15,,49,,90,,1,,6,,13,,77,,59,,,
MID. ATLANTIC,2017,14,40,,104,,255,,748,,902,,6,,17,,40,,154,,156,,20,,32,,70,,263,,477,,,
NEW YORK CITY,2017,14,11,,19,,42,,189,,154,,4,,2,,9,,29,,19,,10,,7,,17,,101,,113,,,
E.N. CENTRAL,2017,14,26,,100,,196,,538,,1125,,3,,15,,87,,72,,162,,9,,55,,102,,470,,1016,,,
W.N. CENTRAL,2017,14,26,,47,,202,,431,,490,,4,,17,,51,,89,,119,,3,,22,,70,,151,,675,,,
S. ATLANTIC,2017,14,118,,225,,504,,1741,,1990,,3,,10,,23,,105,,102,,31,,52,,84,,489,,711,,,
E.S. CENTRAL,2017,14,9,,68,,207,,429,,640,,,-,6,,13,,44,,58,,4,,16,,28,,237,,225,,,
W.S. CENTRAL,2017,14,40,,167,,341,,782,,1030,,1,,23,,106,,97,,149,,14,,80,,162,,441,,1500,,,
MOUNTAIN,2017,14,27,,52,,97,,508,,548,,3,,15,,32,,100,,133,,8,,30,,56,,198,,524,,,
PACIFIC,2017,14,17,,120,,188,,937,,1245,,1,,22,,63,,151,,231,,6,,45,,77,,464,,520,,,
AMER. SAMOA,2017,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
WASHINGTON,2017,14,12,,13,,73,,125,,109,,,-,2,,34,,11,,18,,3,,2,,23,,39,,40,,"WASHINGTON
(47.517368, -120.467672)",
NEVADA,2017,14,,-,3,,9,,24,,36,,,-,1,,4,,6,,12,,,-,0,,10,,6,,12,,"NEVADA
(39.491833, -117.070159)",
HAWAII,2017,14,,-,5,,16,,46,,64,,,-,0,,3,,10,,5,,,-,0,,5,,4,,10,,"HAWAII
(21.30992, -157.858158)",
ALABAMA,2017,14,,-,25,,48,,144,,221,,,-,0,,3,,5,,8,,2,,3,,10,,53,,107,,"ALABAMA
(32.839182, -86.631125)",
NORTH DAKOTA,2017,14,,-,1,,10,,17,,33,,,-,1,,3,,9,,6,,,-,0,,2,,,-,2,,"NORTH DAKOTA
(47.475879, -100.121011)",
SOUTH DAKOTA,2017,14,,-,3,,107,,25,,44,,,-,1,,9,,3,,9,,,-,0,,2,,3,,5,,"SOUTH DAKOTA
(44.35371, -100.373709)",
DIST. OF COL.,2017,14,,-,0,,4,,,-,2,,,-,0,,1,,,-,2,,,-,0,,2,,,-,2,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
IDAHO,2017,14,,-,3,,10,,36,,37,,1,,3,,12,,29,,28,,,-,0,,3,,6,,24,,"IDAHO
(43.680635, -114.364237)",
PUERTO RICO,2017,14,,-,11,,25,,41,,136,,,-,0,,0,,,-,,-,,-,0,,4,,2,,6,,"PUERTO RICO
(18.215692, -66.414655)",
NEW JERSEY,2017,14,,-,14,,55,,65,,151,,,-,2,,7,,18,,29,,,-,5,,11,,36,,63,,"NEW JERSEY
(40.104655, -74.386686)",
MISSISSIPPI,2017,14,4,,19,,57,,113,,124,,,-,0,,2,,3,,3,,,-,2,,5,,35,,15,,"MISSISSIPPI
(32.738663, -89.537312)",
WYOMING,2017,14,2,,1,,5,,9,,10,,,-,0,,2,,,-,1,,,-,0,,1,,1,,2,,"WYOMING
(43.23558, -108.110518)",
MARYLAND,2017,14,10,,14,,37,,137,,146,,1,,1,,5,,12,,15,,3,,3,,8,,49,,39,,"MARYLAND
(39.290443, -76.612333)",
WEST VIRGINIA,2017,14,,-,3,,10,,12,,30,,,-,0,,3,,,-,4,,,-,0,,2,,1,,2,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEBRASKA,2017,14,3,,5,,14,,54,,42,,,-,2,,9,,18,,21,,,-,2,,14,,7,,45,,"NEBRASKA
(41.640503, -99.367122)",
MINNESOTA,2017,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
SOUTH CAROLINA,2017,14,3,,25,,78,,149,,156,,,-,0,,4,,6,,10,,1,,4,,10,,52,,85,,"SOUTH CAROLINA
(34.009286, -81.037094)",
INDIANA,2017,14,,-,8,,28,,60,,115,,,-,1,,8,,7,,17,,,-,3,,14,,20,,81,,"INDIANA
(39.76845, -86.156212)",
CALIFORNIA,2017,14,2,,91,,152,,681,,970,,,-,16,,39,,90,,175,,2,,40,,69,,395,,409,,"CALIFORNIA
(37.640735, -121.002435)",
UTAH,2017,14,1,,5,,11,,68,,101,,,-,2,,5,,6,,9,,,-,1,,5,,10,,23,,"UTAH
(39.359772, -111.584173)",
RHODE ISLAND,2017,14,,-,2,,6,,14,,8,,,-,0,,2,,2,,,-,,-,0,,4,,5,,6,,"RHODE ISLAND
(41.707447, -71.522488)",
NEW HAMPSHIRE,2017,14,,-,3,,10,,16,,29,,,-,0,,4,,5,,4,,,-,0,,3,,5,,2,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
GUAM,2017,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NORTH CAROLINA,2017,14,,-,28,,93,,123,,264,,,-,1,,4,,7,,10,,,-,8,,28,,38,,80,,"NORTH CAROLINA
(35.47995, -79.180571)",
MISSOURI,2017,14,15,,17,,42,,145,,168,,3,,5,,19,,38,,36,,3,,8,,47,,76,,304,,"MISSOURI
(38.636168, -92.566292)",
ILLINOIS,2017,14,,-,32,,64,,118,,333,,,-,3,,62,,8,,36,,,-,9,,22,,48,,168,,"ILLINOIS
(40.477092, -88.993221)",
MONTANA,2017,14,1,,3,,20,,26,,28,,1,,2,,15,,9,,12,,,-,0,,2,,,-,3,,"MONTANA
(47.062617, -109.430168)",
VERMONT,2017,14,,-,2,,10,,12,,18,,,-,0,,2,,1,,4,,,-,0,,2,,9,,,-,"VERMONT
(43.622479, -72.51927)",
OREGON,2017,14,1,,8,,23,,74,,84,,1,,3,,12,,39,,28,,,-,1,,4,,21,,61,,"OREGON
(44.567912, -120.156945)",
MAINE,2017,14,2,,2,,7,,13,,16,,1,,0,,3,,4,,4,,,-,0,,1,,2,,,-,"MAINE
(45.252223, -68.986647)",
GEORGIA,2017,14,15,,42,,160,,277,,268,,,-,2,,9,,24,,11,,4,,11,,29,,111,,216,,"GEORGIA
(32.836038, -83.631709)",
TENNESSEE,2017,14,4,,19,,107,,111,,147,,,-,3,,8,,29,,35,,,-,4,,13,,75,,47,,"TENNESSEE
(35.681402, -85.774444)",
KENTUCKY,2017,14,1,,10,,35,,61,,148,,,-,1,,5,,7,,12,,2,,5,,14,,74,,56,,"KENTUCKY
(37.64591, -84.774043)",
LOUISIANA,2017,14,,-,25,,53,,114,,207,,,-,0,,2,,2,,4,,,-,7,,22,,48,,102,,"LOUISIANA
(31.2931, -92.463284)",
FLORIDA,2017,14,81,,110,,212,,929,,957,,2,,2,,10,,37,,23,,22,,15,,33,,194,,167,,"FLORIDA
(28.915325, -81.922409)",
MICHIGAN,2017,14,1,,17,,43,,123,,205,,,-,3,,14,,20,,38,,,-,12,,31,,97,,116,,"MICHIGAN
(44.66399, -84.711206)",
ALASKA,2017,14,2,,1,,5,,11,,18,,,-,0,,3,,1,,5,,1,,0,,1,,5,,,-,"ALASKA
(64.836661, -147.738891)",
ARKANSAS,2017,14,8,,13,,45,,75,,60,,1,,2,,7,,10,,11,,2,,3,,13,,67,,47,,"ARKANSAS
(34.748745, -92.275105)",
PENNSYLVANIA,2017,14,12,,50,,123,,297,,393,,1,,8,,26,,71,,62,,4,,15,,48,,88,,261,,"PENNSYLVANIA
(40.789676, -77.858055)",
IOWA,2017,14,6,,13,,58,,122,,134,,1,,3,,21,,15,,28,,,-,4,,16,,22,,219,,"IOWA
(42.46942, -93.815856)",
CONNECTICUT,2017,14,,-,9,,22,,66,,77,,,-,1,,6,,8,,56,,1,,1,,4,,13,,7,,"CONNECTICUT
(41.544654, -72.651713)",
COLORADO,2017,14,11,,12,,33,,127,,123,,,-,4,,11,,15,,39,,4,,4,,16,,48,,26,,"COLORADO
(38.841772, -106.132562)",
VIRGIN ISL.,2017,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
WISCONSIN,2017,14,,-,15,,30,,15,,198,,,-,3,,13,,2,,42,,1,,10,,39,,105,,273,,"WISCONSIN
(44.395526, -89.834513)",
DELAWARE,2017,14,,-,2,,17,,10,,13,,,-,0,,2,,1,,1,,,-,1,,6,,16,,7,,"DELAWARE
(39.008676, -75.574561)",
VIRGINIA,2017,14,9,,22,,46,,104,,154,,,-,2,,8,,18,,26,,1,,5,,14,,28,,113,,"VIRGINIA
(37.542699, -78.45822)",
OHIO,2017,14,25,,26,,68,,222,,274,,3,,4,,14,,35,,29,,8,,18,,30,,200,,378,,"OHIO
(40.056807, -82.405897)",
OKLAHOMA,2017,14,7,,16,,52,,106,,97,,,-,2,,14,,13,,8,,1,,5,,68,,24,,191,,"OKLAHOMA
(35.468494, -97.521264)",
TEXAS,2017,14,25,,104,,312,,487,,666,,,-,18,,103,,72,,126,,11,,66,,137,,302,,1160,,"TEXAS
(31.827233, -99.423022)",
MASSACHUSETTS,2017,14,4,,22,,52,,188,,184,,4,,2,,7,,29,,22,,,-,3,,8,,43,,44,,"MASSACHUSETTS
(42.268546, -72.085064)",
ARIZONA,2017,14,12,,16,,34,,176,,157,,1,,3,,8,,32,,30,,3,,17,,49,,94,,421,,"ARIZONA
(34.869712, -111.760902)",
NEW YORK,2017,14,17,,26,,65,,197,,204,,1,,4,,15,,36,,46,,6,,4,,12,,38,,40,,"NEW YORK
(42.826892, -75.544286)",
C.N.M.I.,2017,14,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
KANSAS,2017,14,2,,8,,27,,68,,69,,,-,2,,19,,6,,19,,,-,4,,15,,43,,100,,"KANSAS
(38.345528, -98.201847)",
NEW MEXICO,2017,14,,-,6,,17,,42,,56,,,-,1,,5,,3,,2,,1,,3,,22,,33,,13,,"NEW MEXICO
(34.520396, -106.244402)",
UNITED STATES,2017,15,166,,915,,1727,,6575,,9065,,25,,135,,263,,920,,1285,,64,,380,,502,,2909,,6114,,,
NEW ENGLAND,2017,15,1,,40,,79,,323,,377,,,-,5,,15,,49,,97,,1,,6,,13,,80,,67,,,
MID. ATLANTIC,2017,15,41,,104,,255,,812,,989,,3,,17,,40,,162,,179,,19,,32,,70,,314,,515,,,
NEW YORK CITY,2017,15,8,,19,,42,,197,,163,,2,,3,,9,,31,,20,,9,,8,,17,,110,,120,,,
E.N. CENTRAL,2017,15,20,,103,,201,,609,,1221,,3,,15,,87,,78,,172,,7,,54,,104,,484,,1087,,,
W.N. CENTRAL,2017,15,24,,47,,202,,465,,528,,9,,16,,51,,104,,126,,3,,21,,70,,157,,716,,,
S. ATLANTIC,2017,15,12,,225,,503,,1521,,2183,,1,,8,,21,,77,,92,,6,,52,,84,,429,,746,,,
E.S. CENTRAL,2017,15,6,,68,,207,,439,,701,,2,,6,,13,,46,,62,,3,,15,,28,,242,,240,,,
W.S. CENTRAL,2017,15,16,,167,,345,,809,,1133,,1,,23,,108,,120,,162,,9,,80,,162,,467,,1607,,,
MOUNTAIN,2017,15,34,,53,,97,,569,,588,,5,,15,,32,,116,,147,,6,,30,,56,,219,,581,,,
PACIFIC,2017,15,12,,121,,188,,1028,,1345,,1,,22,,63,,168,,248,,10,,45,,77,,517,,555,,,
AMER. SAMOA,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
MONTANA,2017,15,2,,3,,19,,32,,33,,,-,2,,15,,12,,15,,,-,0,,2,,,-,3,,"MONTANA
(47.062617, -109.430168)",
DELAWARE,2017,15,,-,2,,17,,11,,14,,,-,0,,2,,1,,3,,,-,1,,6,,17,,7,,"DELAWARE
(39.008676, -75.574561)",
MISSISSIPPI,2017,15,2,,19,,57,,117,,131,,1,,0,,2,,4,,4,,,-,2,,5,,35,,15,,"MISSISSIPPI
(32.738663, -89.537312)",
PUERTO RICO,2017,15,,-,11,,25,,41,,144,,,-,0,,0,,,-,,-,,-,0,,4,,2,,6,,"PUERTO RICO
(18.215692, -66.414655)",
NEW YORK,2017,15,18,,25,,65,,215,,228,,1,,4,,15,,37,,58,,9,,4,,12,,47,,43,,"NEW YORK
(42.826892, -75.544286)",
MAINE,2017,15,,-,2,,7,,13,,16,,,-,0,,3,,4,,4,,,-,0,,1,,2,,,-,"MAINE
(45.252223, -68.986647)",
SOUTH DAKOTA,2017,15,,-,3,,107,,29,,50,,,-,1,,9,,3,,10,,,-,0,,2,,4,,5,,"SOUTH DAKOTA
(44.35371, -100.373709)",
DIST. OF COL.,2017,15,,-,0,,4,,,-,2,,,-,0,,1,,,-,2,,,-,0,,2,,,-,2,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
IDAHO,2017,15,3,,3,,10,,42,,37,,2,,3,,12,,32,,30,,,-,0,,3,,6,,26,,"IDAHO
(43.680635, -114.364237)",
TENNESSEE,2017,15,4,,19,,107,,117,,166,,1,,3,,8,,30,,37,,,-,4,,13,,75,,50,,"TENNESSEE
(35.681402, -85.774444)",
VIRGINIA,2017,15,2,,22,,46,,108,,179,,,-,2,,8,,19,,26,,2,,4,,14,,30,,121,,"VIRGINIA
(37.542699, -78.45822)",
MICHIGAN,2017,15,,-,17,,43,,125,,228,,,-,3,,14,,20,,40,,,-,12,,31,,97,,122,,"MICHIGAN
(44.66399, -84.711206)",
KENTUCKY,2017,15,,-,10,,35,,61,,170,,,-,1,,5,,7,,12,,2,,5,,14,,77,,58,,"KENTUCKY
(37.64591, -84.774043)",
MINNESOTA,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
COLORADO,2017,15,14,,12,,33,,141,,135,,,-,4,,11,,15,,41,,2,,4,,16,,50,,28,,"COLORADO
(38.841772, -106.132562)",
OKLAHOMA,2017,15,5,,16,,52,,113,,100,,1,,2,,14,,14,,8,,2,,5,,68,,27,,197,,"OKLAHOMA
(35.468494, -97.521264)",
WASHINGTON,2017,15,8,,13,,72,,130,,119,,,-,1,,34,,11,,20,,2,,2,,23,,39,,42,,"WASHINGTON
(47.517368, -120.467672)",
PENNSYLVANIA,2017,15,15,,50,,123,,335,,434,,,-,8,,26,,74,,70,,1,,14,,48,,96,,283,,"PENNSYLVANIA
(40.789676, -77.858055)",
MISSOURI,2017,15,18,,16,,42,,164,,181,,8,,6,,19,,49,,38,,3,,8,,47,,80,,310,,"MISSOURI
(38.636168, -92.566292)",
CONNECTICUT,2017,15,1,,9,,22,,72,,88,,,-,1,,6,,8,,61,,1,,1,,4,,16,,7,,"CONNECTICUT
(41.544654, -72.651713)",
NEW MEXICO,2017,15,1,,6,,17,,46,,58,,,-,1,,5,,7,,5,,,-,3,,22,,34,,13,,"NEW MEXICO
(34.520396, -106.244402)",
NORTH CAROLINA,2017,15,,-,28,,93,,172,,290,,,-,1,,5,,10,,11,,,-,9,,28,,53,,86,,"NORTH CAROLINA
(35.47995, -79.180571)",
INDIANA,2017,15,,-,14,,32,,71,,128,,,-,1,,8,,8,,19,,,-,4,,16,,22,,86,,"INDIANA
(39.76845, -86.156212)",
KANSAS,2017,15,2,,8,,27,,72,,74,,,-,2,,19,,8,,19,,,-,4,,15,,44,,106,,"KANSAS
(38.345528, -98.201847)",
ALASKA,2017,15,,-,1,,5,,11,,18,,,-,0,,3,,1,,5,,,-,0,,1,,5,,1,,"ALASKA
(64.836661, -147.738891)",
FLORIDA,2017,15,,-,110,,211,,634,,1031,,,-,0,,0,,,-,,-,,-,13,,32,,110,,173,,"FLORIDA
(28.915325, -81.922409)",
NEBRASKA,2017,15,4,,5,,14,,60,,47,,,-,2,,9,,18,,22,,,-,2,,14,,7,,59,,"NEBRASKA
(41.640503, -99.367122)",
GUAM,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
WEST VIRGINIA,2017,15,,-,3,,10,,12,,36,,,-,0,,3,,,-,4,,,-,0,,2,,1,,2,,"WEST VIRGINIA
(38.668501, -80.709421)",
MARYLAND,2017,15,8,,14,,37,,145,,161,,1,,1,,5,,17,,19,,3,,3,,8,,53,,41,,"MARYLAND
(39.290443, -76.612333)",
LOUISIANA,2017,15,7,,25,,53,,124,,223,,,-,0,,2,,2,,6,,1,,7,,22,,52,,108,,"LOUISIANA
(31.2931, -92.463284)",
VERMONT,2017,15,,-,2,,10,,13,,19,,,-,0,,2,,1,,4,,,-,0,,2,,9,,,-,"VERMONT
(43.622479, -72.51927)",
C.N.M.I.,2017,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
OREGON,2017,15,2,,8,,23,,83,,89,,1,,4,,12,,47,,30,,1,,1,,4,,26,,65,,"OREGON
(44.567912, -120.156945)",
NEW HAMPSHIRE,2017,15,,-,3,,10,,23,,30,,,-,0,,4,,5,,4,,,-,0,,3,,5,,3,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
HAWAII,2017,15,,-,5,,16,,48,,68,,,-,0,,3,,10,,5,,,-,0,,5,,6,,10,,"HAWAII
(21.30992, -157.858158)",
NEW JERSEY,2017,15,,-,14,,55,,65,,164,,,-,2,,7,,20,,31,,,-,5,,11,,61,,69,,"NEW JERSEY
(40.104655, -74.386686)",
CALIFORNIA,2017,15,2,,91,,152,,756,,1051,,,-,16,,39,,99,,188,,7,,40,,70,,441,,437,,"CALIFORNIA
(37.640735, -121.002435)",
SOUTH CAROLINA,2017,15,2,,25,,78,,162,,172,,,-,0,,4,,6,,12,,1,,4,,10,,54,,90,,"SOUTH CAROLINA
(34.009286, -81.037094)",
IOWA,2017,15,,-,13,,58,,122,,145,,,-,3,,21,,15,,30,,,-,4,,16,,22,,235,,"IOWA
(42.46942, -93.815856)",
UTAH,2017,15,2,,5,,11,,81,,100,,,-,2,,5,,7,,9,,,-,1,,5,,10,,25,,"UTAH
(39.359772, -111.584173)",
ARIZONA,2017,15,12,,16,,34,,190,,172,,3,,2,,8,,35,,33,,4,,16,,49,,107,,471,,"ARIZONA
(34.869712, -111.760902)",
RHODE ISLAND,2017,15,,-,2,,6,,14,,13,,,-,0,,2,,2,,1,,,-,0,,4,,5,,8,,"RHODE ISLAND
(41.707447, -71.522488)",
VIRGIN ISL.,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
WISCONSIN,2017,15,,-,13,,30,,15,,213,,,-,2,,13,,2,,44,,,-,9,,39,,105,,312,,"WISCONSIN
(44.395526, -89.834513)",
ARKANSAS,2017,15,4,,14,,45,,80,,69,,,-,2,,7,,10,,12,,3,,3,,14,,71,,48,,"ARKANSAS
(34.748745, -92.275105)",
NEVADA,2017,15,,-,3,,9,,28,,43,,,-,1,,4,,7,,13,,,-,1,,10,,11,,13,,"NEVADA
(39.491833, -117.070159)",
ILLINOIS,2017,15,,-,32,,64,,156,,352,,,-,3,,62,,10,,39,,,-,9,,22,,53,,177,,"ILLINOIS
(40.477092, -88.993221)",
OHIO,2017,15,20,,26,,68,,242,,300,,3,,4,,14,,38,,30,,7,,18,,30,,207,,390,,"OHIO
(40.056807, -82.405897)",
TEXAS,2017,15,,-,104,,312,,492,,741,,,-,18,,104,,94,,136,,3,,66,,137,,317,,1254,,"TEXAS
(31.827233, -99.423022)",
NORTH DAKOTA,2017,15,,-,2,,10,,18,,31,,1,,0,,3,,11,,7,,,-,0,,2,,,-,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
MASSACHUSETTS,2017,15,,-,22,,52,,188,,211,,,-,2,,7,,29,,23,,,-,3,,8,,43,,49,,"MASSACHUSETTS
(42.268546, -72.085064)",
GEORGIA,2017,15,,-,42,,160,,277,,298,,,-,2,,9,,24,,15,,,-,11,,29,,111,,224,,"GEORGIA
(32.836038, -83.631709)",
ALABAMA,2017,15,,-,25,,48,,144,,234,,,-,0,,3,,5,,9,,1,,3,,9,,55,,117,,"ALABAMA
(32.839182, -86.631125)",
WYOMING,2017,15,,-,1,,5,,9,,10,,,-,0,,2,,1,,1,,,-,0,,1,,1,,2,,"WYOMING
(43.23558, -108.110518)",
