 Reporting Area,MMWR Year,MMWR Week,"Meningococcal disease, invasive (Neisseria meningitidis)§, All serogroups, Current week","Meningococcal disease, invasive (Neisseria meningitidis)§, All serogroups, Current week, flag","Meningococcal disease, invasive (Neisseria meningitidis)§, All serogroups, Previous 52 weeks Med","Meningococcal disease, invasive (Neisseria meningitidis)§, All serogroups, Previous 52 weeks Med, flag","Meningococcal disease, invasive (Neisseria meningitidis)§, All serogroups, Previous 52 weeks Max","Meningococcal disease, invasive (Neisseria meningitidis)§, All serogroups, Previous 52 weeks Max, flag","Meningococcal disease, invasive (Neisseria meningitidis)§, All serogroups, Cum 2017","Meningococcal disease, invasive (Neisseria meningitidis)§, All serogroups, Cum 2017, flag","Meningococcal disease, invasive (Neisseria meningitidis)§, All serogroups, Cum 2016","Meningococcal disease, invasive (Neisseria meningitidis)§, All serogroups, Cum 2016, flag","Mumps, Current week","Mumps, Current week, flag","Mumps, Previous 52 weeks Med","Mumps, Previous 52 weeks Med, flag","Mumps, Previous 52 weeks Max","Mumps, Previous 52 weeks Max, flag","Mumps, Cum 2017","Mumps, Cum 2017, flag","Mumps, Cum 2016","Mumps, Cum 2016, flag","Pertussis, Current week","Pertussis, Current week, flag","Pertussis, Previous 52 weeks Med","Pertussis, Previous 52 weeks Med, flag","Pertussis, Previous 52 weeks Max","Pertussis, Previous 52 weeks Max, flag","Pertussis, Cum 2017","Pertussis, Cum 2017, flag","Pertussis, Cum 2016","Pertussis, Cum 2016, flag",Location 1,Location 2
NEBRASKA,2017,13,,-,0,,1,,1,,,-,,-,0,,10,,1,,2,,,-,2,,8,,25,,62,,"NEBRASKA
(41.640503, -99.367122)",
RHODE ISLAND,2017,13,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,17,,12,,9,,"RHODE ISLAND
(41.707447, -71.522488)",
TEXAS,2017,13,1,,0,,2,,3,,5,,14,,1,,55,,190,,13,,11,,22,,139,,190,,197,,"TEXAS
(31.827233, -99.423022)",
CALIFORNIA,2017,13,1,,1,,6,,20,,27,,1,,2,,7,,30,,22,,1,,26,,44,,211,,305,,"CALIFORNIA
(37.640735, -121.002435)",
VERMONT,2017,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,3,,47,,53,,34,,"VERMONT
(43.622479, -72.51927)",
NORTH CAROLINA,2017,13,,-,0,,1,,1,,2,,,-,0,,3,,2,,20,,,-,5,,11,,34,,88,,"NORTH CAROLINA
(35.47995, -79.180571)",
CONNECTICUT,2017,13,,-,0,,0,,,-,1,,,-,0,,12,,2,,6,,,-,1,,7,,14,,19,,"CONNECTICUT
(41.544654, -72.651713)",
LOUISIANA,2017,13,,-,0,,1,,2,,2,,,-,0,,3,,3,,,-,,-,1,,6,,11,,17,,"LOUISIANA
(31.2931, -92.463284)",
NEW HAMPSHIRE,2017,13,,-,0,,0,,,-,,-,,-,0,,1,,1,,7,,,-,1,,4,,9,,13,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
KANSAS,2017,13,,-,0,,1,,,-,1,,2,,0,,15,,92,,6,,,-,2,,6,,7,,28,,"KANSAS
(38.345528, -98.201847)",
ALABAMA,2017,13,,-,0,,1,,,-,2,,,-,0,,4,,9,,1,,,-,3,,7,,23,,53,,"ALABAMA
(32.839182, -86.631125)",
MISSISSIPPI,2017,13,,-,0,,1,,1,,,-,,-,0,,1,,1,,,-,,-,0,,2,,6,,1,,"MISSISSIPPI
(32.738663, -89.537312)",
DIST. OF COL.,2017,13,,-,0,,0,,,-,,-,,-,0,,2,,3,,,-,,-,0,,3,,9,,4,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
VIRGINIA,2017,13,,-,0,,1,,3,,3,,,-,0,,4,,9,,4,,,-,3,,17,,19,,45,,"VIRGINIA
(37.542699, -78.45822)",
MONTANA,2017,13,,-,0,,1,,,-,,-,,-,0,,3,,2,,12,,,-,0,,3,,,-,4,,"MONTANA
(47.062617, -109.430168)",
SOUTH DAKOTA,2017,13,,-,0,,0,,,-,1,,,-,0,,2,,,-,,-,,-,0,,2,,1,,5,,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW YORK,2017,13,,-,0,,2,,5,,1,,1,,2,,23,,34,,8,,9,,11,,33,,81,,169,,"NEW YORK
(42.826892, -75.544286)",
WEST VIRGINIA,2017,13,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,-,0,,2,,3,,13,,"WEST VIRGINIA
(38.668501, -80.709421)",
OKLAHOMA,2017,13,,-,0,,1,,,-,1,,2,,2,,81,,101,,,-,,-,0,,54,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
DELAWARE,2017,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,4,,"DELAWARE
(39.008676, -75.574561)",
GUAM,2017,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
HAWAII,2017,13,,-,0,,1,,,-,,-,,-,0,,3,,5,,,-,,-,1,,5,,5,,15,,"HAWAII
(21.30992, -157.858158)",
OHIO,2017,13,,-,0,,3,,5,,3,,1,,1,,20,,38,,7,,18,,18,,38,,229,,254,,"OHIO
(40.056807, -82.405897)",
NEVADA,2017,13,,-,0,,2,,,-,3,,,-,0,,1,,3,,,-,,-,0,,5,,9,,13,,"NEVADA
(39.491833, -117.070159)",
MINNESOTA,2017,13,,-,0,,1,,,-,,-,,-,0,,3,,6,,16,,,-,16,,38,,9,,144,,"MINNESOTA
(46.357661, -94.793397)",
WYOMING,2017,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,,-,13,,"WYOMING
(43.23558, -108.110518)",
VIRGIN ISL.,2017,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NEW JERSEY,2017,13,,-,0,,2,,1,,2,,,-,0,,3,,8,,2,,,-,7,,17,,34,,156,,"NEW JERSEY
(40.104655, -74.386686)",
SOUTH CAROLINA,2017,13,,-,0,,2,,4,,2,,,-,0,,2,,,-,2,,,-,4,,16,,56,,27,,"SOUTH CAROLINA
(34.009286, -81.037094)",
C.N.M.I.,2017,13,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
UNITED STATES,2017,14,4,,6,,14,,103,,117,,90,,134,,404,,2305,,898,,109,,332,,608,,2965,,4644,,,
NEW ENGLAND,2017,14,,-,0,,1,,,-,8,,1,,2,,38,,35,,110,,5,,17,,73,,211,,173,,,
MID. ATLANTIC,2017,14,,-,1,,4,,13,,10,,4,,12,,36,,218,,21,,14,,69,,177,,495,,1142,,,
NEW YORK CITY,2017,14,,-,0,,3,,3,,3,,,-,4,,19,,69,,9,,,-,4,,14,,28,,94,,,
E.N. CENTRAL,2017,14,2,,0,,6,,9,,15,,4,,8,,55,,200,,283,,13,,68,,186,,624,,963,,,
W.N. CENTRAL,2017,14,,-,0,,2,,5,,7,,10,,16,,57,,464,,340,,4,,28,,63,,155,,329,,,
S. ATLANTIC,2017,14,1,,1,,5,,22,,16,,,-,2,,7,,31,,32,,12,,27,,45,,258,,393,,,
E.S. CENTRAL,2017,14,,-,0,,1,,3,,5,,2,,1,,15,,41,,44,,2,,12,,33,,182,,300,,,
W.S. CENTRAL,2017,14,,-,0,,2,,5,,11,,24,,40,,333,,832,,15,,37,,27,,148,,286,,250,,,
VERMONT,2017,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,3,,47,,55,,34,,"VERMONT
(43.622479, -72.51927)",
MOUNTAIN,2017,14,,-,0,,2,,7,,7,,1,,1,,12,,83,,27,,16,,30,,46,,418,,570,,,
PACIFIC,2017,14,1,,2,,8,,39,,38,,44,,3,,148,,401,,26,,6,,39,,135,,336,,524,,,
AMER. SAMOA,2017,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
ALABAMA,2017,14,,-,0,,1,,,-,2,,,-,0,,4,,12,,1,,,-,3,,7,,25,,56,,"ALABAMA
(32.839182, -86.631125)",
WISCONSIN,2017,14,,-,0,,1,,,-,2,,,-,0,,15,,27,,4,,2,,22,,129,,120,,349,,"WISCONSIN
(44.395526, -89.834513)",
MISSOURI,2017,14,,-,0,,1,,2,,3,,8,,1,,39,,296,,1,,4,,4,,27,,78,,48,,"MISSOURI
(38.636168, -92.566292)",
OREGON,2017,14,,-,0,,3,,10,,6,,1,,1,,5,,36,,,-,,-,3,,13,,25,,45,,"OREGON
(44.567912, -120.156945)",
MONTANA,2017,14,,-,0,,1,,,-,,-,,-,0,,3,,2,,15,,1,,0,,3,,1,,4,,"MONTANA
(47.062617, -109.430168)",
NEVADA,2017,14,,-,0,,2,,,-,3,,,-,0,,1,,3,,,-,,-,0,,5,,14,,13,,"NEVADA
(39.491833, -117.070159)",
PUERTO RICO,2017,14,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,0,,4,,,-,2,,"PUERTO RICO
(18.215692, -66.414655)",
VIRGINIA,2017,14,,-,0,,1,,3,,3,,,-,0,,4,,9,,4,,,-,3,,24,,26,,52,,"VIRGINIA
(37.542699, -78.45822)",
MASSACHUSETTS,2017,14,,-,0,,1,,,-,6,,1,,2,,28,,30,,87,,,-,4,,11,,23,,37,,"MASSACHUSETTS
(42.268546, -72.085064)",
RHODE ISLAND,2017,14,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,18,,12,,10,,"RHODE ISLAND
(41.707447, -71.522488)",
NEBRASKA,2017,14,,-,0,,1,,2,,,-,,-,0,,10,,1,,2,,,-,2,,8,,25,,65,,"NEBRASKA
(41.640503, -99.367122)",
TEXAS,2017,14,,-,0,,2,,3,,7,,15,,2,,55,,213,,15,,29,,22,,139,,230,,220,,"TEXAS
(31.827233, -99.423022)",
DIST. OF COL.,2017,14,,-,0,,0,,,-,,-,,-,0,,2,,3,,,-,,-,0,,3,,9,,4,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
NORTH DAKOTA,2017,14,,-,0,,0,,,-,,-,,-,0,,3,,6,,9,,,-,0,,5,,15,,2,,"NORTH DAKOTA
(47.475879, -100.121011)",
MICHIGAN,2017,14,,-,0,,1,,1,,2,,,-,0,,2,,7,,6,,,-,7,,20,,104,,76,,"MICHIGAN
(44.66399, -84.711206)",
WASHINGTON,2017,14,1,,0,,5,,6,,3,,43,,0,,140,,321,,,-,5,,9,,102,,66,,98,,"WASHINGTON
(47.517368, -120.467672)",
KANSAS,2017,14,,-,0,,1,,1,,1,,2,,0,,15,,101,,6,,,-,2,,10,,8,,33,,"KANSAS
(38.345528, -98.201847)",
WEST VIRGINIA,2017,14,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,-,0,,2,,3,,13,,"WEST VIRGINIA
(38.668501, -80.709421)",
DELAWARE,2017,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,6,,"DELAWARE
(39.008676, -75.574561)",
COLORADO,2017,14,,-,0,,2,,2,,,-,,-,0,,10,,45,,8,,8,,15,,28,,206,,260,,"COLORADO
(38.841772, -106.132562)",
NEW MEXICO,2017,14,,-,0,,1,,1,,1,,,-,0,,1,,,-,,-,,-,3,,11,,46,,39,,"NEW MEXICO
(34.520396, -106.244402)",
GUAM,2017,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
ARIZONA,2017,14,,-,0,,1,,2,,1,,1,,0,,2,,5,,3,,7,,4,,15,,114,,142,,"ARIZONA
(34.869712, -111.760902)",
TENNESSEE,2017,14,,-,0,,1,,2,,2,,,-,0,,6,,18,,1,,,-,3,,10,,40,,32,,"TENNESSEE
(35.681402, -85.774444)",
NORTH CAROLINA,2017,14,,-,0,,1,,2,,2,,,-,0,,3,,2,,22,,,-,4,,11,,35,,95,,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW YORK,2017,14,,-,0,,2,,5,,1,,,-,2,,23,,34,,8,,8,,11,,33,,89,,173,,"NEW YORK
(42.826892, -75.544286)",
SOUTH DAKOTA,2017,14,,-,0,,0,,,-,1,,,-,0,,2,,,-,,-,,-,0,,2,,1,,5,,"SOUTH DAKOTA
(44.35371, -100.373709)",
KENTUCKY,2017,14,,-,0,,1,,,-,1,,,-,0,,15,,6,,42,,2,,6,,27,,111,,211,,"KENTUCKY
(37.64591, -84.774043)",
UTAH,2017,14,,-,0,,1,,1,,2,,,-,0,,8,,24,,1,,,-,4,,11,,25,,79,,"UTAH
(39.359772, -111.584173)",
CONNECTICUT,2017,14,,-,0,,0,,,-,1,,,-,0,,12,,3,,12,,,-,1,,7,,16,,21,,"CONNECTICUT
(41.544654, -72.651713)",
NEW JERSEY,2017,14,,-,0,,2,,1,,2,,,-,0,,3,,10,,2,,,-,7,,17,,34,,163,,"NEW JERSEY
(40.104655, -74.386686)",
LOUISIANA,2017,14,,-,0,,1,,2,,2,,,-,0,,3,,3,,,-,,-,1,,6,,11,,17,,"LOUISIANA
(31.2931, -92.463284)",
INDIANA,2017,14,,-,0,,2,,1,,2,,,-,2,,23,,22,,82,,,-,2,,9,,24,,44,,"INDIANA
(39.76845, -86.156212)",
ILLINOIS,2017,14,,-,0,,2,,,-,6,,2,,3,,23,,104,,183,,,-,19,,41,,114,,234,,"ILLINOIS
(40.477092, -88.993221)",
MISSISSIPPI,2017,14,,-,0,,1,,1,,,-,2,,0,,2,,5,,,-,,-,0,,2,,6,,1,,"MISSISSIPPI
(32.738663, -89.537312)",
MARYLAND,2017,14,,-,0,,1,,1,,1,,,-,0,,3,,1,,,-,1,,2,,10,,27,,29,,"MARYLAND
(39.290443, -76.612333)",
GEORGIA,2017,14,,-,0,,3,,2,,2,,,-,0,,4,,13,,,-,,-,2,,7,,11,,65,,"GEORGIA
(32.836038, -83.631709)",
MAINE,2017,14,,-,0,,0,,,-,1,,,-,0,,4,,1,,4,,4,,6,,14,,96,,57,,"MAINE
(45.252223, -68.986647)",
FLORIDA,2017,14,1,,0,,3,,10,,5,,,-,0,,2,,3,,4,,10,,6,,19,,88,,99,,"FLORIDA
(28.915325, -81.922409)",
IDAHO,2017,14,,-,0,,1,,1,,,-,,-,0,,2,,4,,,-,,-,1,,8,,12,,20,,"IDAHO
(43.680635, -114.364237)",
WYOMING,2017,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,,-,13,,"WYOMING
(43.23558, -108.110518)",
MINNESOTA,2017,14,,-,0,,1,,,-,,-,,-,0,,3,,6,,17,,,-,16,,38,,19,,150,,"MINNESOTA
(46.357661, -94.793397)",
IOWA,2017,14,,-,0,,0,,,-,2,,,-,7,,35,,54,,305,,,-,2,,11,,9,,26,,"IOWA
(42.46942, -93.815856)",
C.N.M.I.,2017,14,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
ALASKA,2017,14,,-,0,,1,,1,,2,,,-,0,,2,,1,,,-,,-,2,,10,,11,,33,,"ALASKA
(64.836661, -147.738891)",
SOUTH CAROLINA,2017,14,,-,0,,2,,4,,3,,,-,0,,2,,,-,2,,1,,4,,16,,59,,30,,"SOUTH CAROLINA
(34.009286, -81.037094)",
ARKANSAS,2017,14,,-,0,,1,,,-,1,,,-,19,,249,,506,,,-,1,,1,,6,,38,,13,,"ARKANSAS
(34.748745, -92.275105)",
PENNSYLVANIA,2017,14,,-,0,,2,,4,,4,,4,,0,,29,,105,,2,,6,,42,,164,,344,,712,,"PENNSYLVANIA
(40.789676, -77.858055)",
HAWAII,2017,14,,-,0,,1,,,-,,-,,-,0,,3,,6,,,-,1,,1,,5,,6,,16,,"HAWAII
(21.30992, -157.858158)",
OHIO,2017,14,2,,0,,3,,7,,3,,2,,1,,20,,40,,8,,11,,18,,38,,262,,260,,"OHIO
(40.056807, -82.405897)",
NEW HAMPSHIRE,2017,14,,-,0,,0,,,-,,-,,-,0,,1,,1,,7,,,-,1,,4,,9,,14,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
VIRGIN ISL.,2017,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
CALIFORNIA,2017,14,,-,1,,6,,22,,27,,,-,2,,7,,37,,26,,,-,26,,44,,228,,332,,"CALIFORNIA
(37.640735, -121.002435)",
OKLAHOMA,2017,14,,-,0,,1,,,-,1,,9,,2,,81,,110,,,-,7,,0,,54,,7,,,-,"OKLAHOMA
(35.468494, -97.521264)",
UNITED STATES,2017,15,1,,6,,14,,108,,122,,112,,134,,404,,2481,,962,,102,,332,,620,,3250,,4988,,,
NEW ENGLAND,2017,15,,-,0,,1,,,-,8,,,-,2,,38,,35,,115,,3,,17,,73,,220,,182,,,
MID. ATLANTIC,2017,15,,-,1,,4,,13,,10,,15,,12,,36,,243,,23,,11,,69,,177,,545,,1224,,,
NEW YORK CITY,2017,15,,-,0,,3,,3,,3,,,-,4,,19,,77,,9,,,-,4,,14,,32,,100,,,
E.N. CENTRAL,2017,15,,-,0,,6,,9,,15,,4,,9,,56,,226,,316,,17,,69,,187,,661,,1027,,,
W.N. CENTRAL,2017,15,,-,0,,2,,5,,7,,22,,15,,57,,500,,355,,6,,29,,64,,196,,357,,,
S. ATLANTIC,2017,15,,-,1,,5,,26,,17,,,-,2,,7,,34,,33,,7,,27,,46,,268,,421,,,
E.S. CENTRAL,2017,15,,-,0,,1,,3,,6,,,-,1,,15,,39,,46,,4,,12,,29,,199,,327,,,
W.S. CENTRAL,2017,15,,-,0,,2,,5,,12,,11,,40,,333,,855,,18,,9,,28,,153,,313,,272,,,
MOUNTAIN,2017,15,,-,0,,2,,7,,7,,5,,1,,12,,88,,29,,25,,30,,53,,463,,600,,,
PACIFIC,2017,15,1,,2,,8,,40,,40,,55,,3,,155,,461,,27,,20,,40,,137,,385,,578,,,
AMER. SAMOA,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
WASHINGTON,2017,15,,-,0,,5,,6,,4,,54,,0,,147,,374,,,-,19,,8,,103,,80,,110,,"WASHINGTON
(47.517368, -120.467672)",
ILLINOIS,2017,15,,-,0,,2,,,-,6,,1,,3,,23,,123,,206,,,-,18,,41,,124,,252,,"ILLINOIS
(40.477092, -88.993221)",
MINNESOTA,2017,15,,-,0,,1,,,-,,-,,-,0,,3,,7,,17,,,-,16,,38,,52,,166,,"MINNESOTA
(46.357661, -94.793397)",
SOUTH CAROLINA,2017,15,,-,0,,2,,6,,3,,,-,0,,2,,,-,2,,,-,4,,16,,59,,32,,"SOUTH CAROLINA
(34.009286, -81.037094)",
NORTH CAROLINA,2017,15,,-,0,,1,,2,,2,,,-,0,,3,,2,,23,,,-,4,,11,,37,,106,,"NORTH CAROLINA
(35.47995, -79.180571)",
DIST. OF COL.,2017,15,,-,0,,0,,,-,,-,,-,0,,2,,3,,,-,,-,0,,3,,9,,5,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
KANSAS,2017,15,,-,0,,1,,1,,1,,8,,0,,17,,117,,6,,,-,2,,10,,8,,35,,"KANSAS
(38.345528, -98.201847)",
WISCONSIN,2017,15,,-,0,,1,,,-,2,,,-,0,,15,,27,,4,,,-,22,,129,,120,,371,,"WISCONSIN
(44.395526, -89.834513)",
DELAWARE,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,1,,6,,"DELAWARE
(39.008676, -75.574561)",
NORTH DAKOTA,2017,15,,-,0,,0,,,-,,-,,-,0,,1,,6,,9,,,-,1,,5,,15,,2,,"NORTH DAKOTA
(47.475879, -100.121011)",
SOUTH DAKOTA,2017,15,,-,0,,0,,,-,1,,,-,0,,2,,,-,,-,,-,0,,2,,1,,5,,"SOUTH DAKOTA
(44.35371, -100.373709)",
INDIANA,2017,15,,-,0,,2,,1,,2,,,-,2,,25,,25,,90,,,-,3,,10,,26,,47,,"INDIANA
(39.76845, -86.156212)",
LOUISIANA,2017,15,,-,0,,1,,2,,2,,3,,0,,3,,9,,,-,,-,1,,6,,19,,18,,"LOUISIANA
(31.2931, -92.463284)",
FLORIDA,2017,15,,-,0,,3,,10,,5,,,-,0,,2,,3,,4,,7,,6,,19,,95,,103,,"FLORIDA
(28.915325, -81.922409)",
NEW YORK,2017,15,,-,0,,2,,5,,1,,,-,2,,23,,34,,9,,,-,11,,33,,89,,188,,"NEW YORK
(42.826892, -75.544286)",
C.N.M.I.,2017,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEW HAMPSHIRE,2017,15,,-,0,,0,,,-,,-,,-,0,,1,,1,,7,,,-,1,,4,,13,,14,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
HAWAII,2017,15,,-,0,,1,,,-,1,,,-,0,,3,,7,,,-,1,,1,,5,,7,,17,,"HAWAII
(21.30992, -157.858158)",
MONTANA,2017,15,,-,0,,1,,,-,,-,,-,0,,3,,2,,15,,,-,0,,3,,1,,4,,"MONTANA
(47.062617, -109.430168)",
UTAH,2017,15,,-,0,,1,,1,,2,,,-,0,,8,,24,,1,,,-,4,,11,,30,,81,,"UTAH
(39.359772, -111.584173)",
MISSOURI,2017,15,,-,0,,1,,2,,3,,14,,1,,39,,315,,2,,3,,5,,27,,83,,50,,"MISSOURI
(38.636168, -92.566292)",
MAINE,2017,15,,-,0,,0,,,-,1,,,-,0,,4,,1,,4,,,-,6,,14,,96,,57,,"MAINE
(45.252223, -68.986647)",
TEXAS,2017,15,,-,0,,2,,3,,8,,3,,2,,55,,218,,18,,9,,22,,139,,248,,240,,"TEXAS
(31.827233, -99.423022)",
VIRGIN ISL.,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NEVADA,2017,15,,-,0,,2,,,-,3,,,-,0,,1,,3,,1,,,-,0,,6,,21,,14,,"NEVADA
(39.491833, -117.070159)",
IOWA,2017,15,,-,0,,0,,,-,2,,,-,7,,35,,54,,319,,,-,2,,11,,9,,31,,"IOWA
(42.46942, -93.815856)",
MICHIGAN,2017,15,,-,0,,1,,1,,2,,,-,0,,2,,8,,6,,,-,7,,20,,112,,79,,"MICHIGAN
(44.66399, -84.711206)",
NEBRASKA,2017,15,,-,0,,1,,2,,,-,,-,0,,10,,1,,2,,3,,2,,8,,28,,68,,"NEBRASKA
(41.640503, -99.367122)",
RHODE ISLAND,2017,15,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,18,,12,,10,,"RHODE ISLAND
(41.707447, -71.522488)",
NEW JERSEY,2017,15,,-,0,,2,,1,,2,,,-,0,,3,,10,,3,,,-,6,,17,,43,,169,,"NEW JERSEY
(40.104655, -74.386686)",
IDAHO,2017,15,,-,0,,1,,1,,,-,,-,0,,2,,4,,,-,2,,1,,8,,14,,20,,"IDAHO
(43.680635, -114.364237)",
OHIO,2017,15,,-,0,,3,,7,,3,,3,,1,,20,,43,,10,,17,,18,,38,,279,,278,,"OHIO
(40.056807, -82.405897)",
CALIFORNIA,2017,15,,-,1,,6,,22,,27,,,-,2,,7,,43,,27,,,-,26,,44,,258,,365,,"CALIFORNIA
(37.640735, -121.002435)",
ARIZONA,2017,15,,-,0,,1,,2,,1,,2,,0,,2,,7,,3,,8,,4,,15,,129,,154,,"ARIZONA
(34.869712, -111.760902)",
CONNECTICUT,2017,15,,-,0,,0,,,-,1,,,-,0,,12,,3,,13,,,-,1,,7,,16,,21,,"CONNECTICUT
(41.544654, -72.651713)",
WYOMING,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,,-,13,,"WYOMING
(43.23558, -108.110518)",
GUAM,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MASSACHUSETTS,2017,15,,-,0,,1,,,-,6,,,-,1,,28,,30,,91,,,-,4,,11,,23,,42,,"MASSACHUSETTS
(42.268546, -72.085064)",
COLORADO,2017,15,,-,0,,2,,2,,,-,3,,0,,10,,48,,9,,15,,15,,28,,221,,270,,"COLORADO
(38.841772, -106.132562)",
MISSISSIPPI,2017,15,,-,0,,1,,1,,,-,,-,0,,2,,4,,,-,,-,0,,2,,7,,1,,"MISSISSIPPI
(32.738663, -89.537312)",
VIRGINIA,2017,15,,-,0,,3,,5,,3,,,-,0,,4,,11,,4,,,-,3,,24,,26,,53,,"VIRGINIA
(37.542699, -78.45822)",
TENNESSEE,2017,15,,-,0,,1,,2,,2,,,-,0,,6,,17,,2,,,-,3,,10,,41,,35,,"TENNESSEE
(35.681402, -85.774444)",
ALASKA,2017,15,,-,0,,1,,1,,2,,,-,0,,2,,1,,,-,,-,2,,10,,12,,38,,"ALASKA
(64.836661, -147.738891)",
PUERTO RICO,2017,15,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,0,,4,,,-,2,,"PUERTO RICO
(18.215692, -66.414655)",
GEORGIA,2017,15,,-,0,,3,,2,,3,,,-,0,,4,,13,,,-,,-,2,,7,,11,,72,,"GEORGIA
(32.836038, -83.631709)",
VERMONT,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,3,,47,,60,,38,,"VERMONT
(43.622479, -72.51927)",
ARKANSAS,2017,15,,-,0,,1,,,-,1,,2,,19,,249,,514,,,-,,-,1,,11,,39,,14,,"ARKANSAS
(34.748745, -92.275105)",
NEW MEXICO,2017,15,,-,0,,1,,1,,1,,,-,0,,1,,,-,,-,,-,3,,11,,47,,44,,"NEW MEXICO
(34.520396, -106.244402)",
OKLAHOMA,2017,15,,-,0,,1,,,-,1,,3,,3,,81,,114,,,-,,-,0,,54,,7,,,-,"OKLAHOMA
(35.468494, -97.521264)",
OREGON,2017,15,1,,0,,3,,11,,6,,1,,1,,5,,36,,,-,,-,3,,13,,28,,48,,"OREGON
(44.567912, -120.156945)",
WEST VIRGINIA,2017,15,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,-,0,,2,,3,,13,,"WEST VIRGINIA
(38.668501, -80.709421)",
PENNSYLVANIA,2017,15,,-,0,,2,,4,,4,,15,,0,,29,,122,,2,,11,,41,,164,,381,,767,,"PENNSYLVANIA
(40.789676, -77.858055)",
MARYLAND,2017,15,,-,0,,1,,1,,1,,,-,0,,3,,2,,,-,,-,2,,10,,27,,31,,"MARYLAND
(39.290443, -76.612333)",
KENTUCKY,2017,15,,-,0,,1,,,-,1,,,-,0,,15,,6,,43,,4,,7,,20,,126,,230,,"KENTUCKY
(37.64591, -84.774043)",
ALABAMA,2017,15,,-,0,,1,,,-,3,,,-,0,,4,,12,,1,,,-,3,,7,,25,,61,,"ALABAMA
(32.839182, -86.631125)",
